source_file,id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol prod.,elec_production - ethanol prod.,biomass_consumption - ethanol prod.,natgas_consumption,natgas_consumption - ethanol prod.,investment_cost,investment_cost - ethanol prod.,fixed_om_cost,fixed_om_cost - ethanol prod.,variable_om_cost,variable_om_cost - ethanol prod.,modified capture cost,modified emissions cost,h2_production,ethane_consumption,natgas_production,LCOE ($/t-ethylene)
LCOE_BIO_ETHYLENE_3.csv,NW_B-H2in,45.85861615,6.161904321,10.4567795,0,731.5650133,0,63.46428489,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-233.6971159,-246.7638114,,,,429.2986445
LCOE_BIO_ETHYLENE_3.csv,CA_B-H2in,48.96517686,8.399420226,14.25385411,0,731.5650133,0,63.46428489,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-235.7982401,-246.7638114,,,,436.3386715
LCOE_BIO_ETHYLENE_3.csv,NW_B-NGin,0,6.161904321,10.4567795,0,731.5650133,22.53211662,63.46428489,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-233.6971159,-214.4270804,,,,438.3088759
LCOE_BIO_ETHYLENE_3.csv,TX_B-H2in,30.57123155,4.643779052,7.880514053,0,731.5650133,0,61.74704916,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-201.1110597,-246.7638114,,,,440.7856896
LCOE_BIO_ETHYLENE_3.csv,CA_B-NGin,0,8.399420226,14.25385411,0,731.5650133,22.53211662,63.46428489,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-235.7982401,-214.4270804,,,,442.2423422
LCOE_BIO_ETHYLENE_3.csv,SW_B-H2in,43.44558741,6.434272766,10.91898998,0,731.5650133,0,63.46428489,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-212.5485867,-246.7638114,,,,448.768724
LCOE_BIO_ETHYLENE_3.csv,SW_B-NGin,0,6.434272766,10.91898998,0,731.5650133,22.53211662,63.46428489,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-212.5485867,-214.4270804,,,,460.1919841
LCOE_BIO_ETHYLENE_3.csv,TX_B-NGin,0,4.643779052,7.880514053,0,731.5650133,21.92243583,61.74704916,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-201.1110597,-214.4270804,,,,464.4736249
LCOE_BIO_ETHYLENE_3.csv,CEN_B-H2in,42.34962604,5.782350355,9.812674704,0,731.5650133,0,62.19146111,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-177.284095,-246.7638114,,,,479.9061928
LCOE_BIO_ETHYLENE_3.csv,CEN_B-NGin,0,5.782350355,9.812674704,0,731.5650133,22.08021815,62.19146111,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-177.284095,-214.4270804,,,,491.9735158
LCOE_BIO_ETHYLENE_3.csv,NCEN_B-H2in,45.4809964,7.070998818,11.99951697,0,731.5650133,0,62.19146111,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-153.9007121,-246.7638114,,,,509.8964368
LCOE_BIO_ETHYLENE_3.csv,NCEN_B-NGin,0,7.070998818,11.99951697,0,731.5650133,22.08021815,62.19146111,11.84323441,26.20154981,11.38621726,116.8479146,1.561329733,-115.5872721,-153.9007121,-214.4270804,,,,518.8323895
