source_file,id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol prod.,elec_production - ethanol prod.,biomass_consumption - ethanol prod.,natgas_consumption,natgas_consumption - ethanol prod.,investment_cost,investment_cost - ethanol prod.,fixed_om_cost,fixed_om_cost - ethanol prod.,variable_om_cost,variable_om_cost - ethanol prod.,modified capture cost,modified emissions cost,h2_production,ethane_consumption,natgas_production,LCOE ($/t-ethylene)
LCOE_SC_ESC_6.csv,Existing_NW_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_SC_ESC_6.csv,Existing_SW_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_SC_ESC_6.csv,Existing_TX_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_SC_ESC_6.csv,Existing_NCEN_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_SC_ESC_6.csv,Existing_CEN_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_SC_ESC_6.csv,Existing_SE_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_SC_ESC_6.csv,Existing_NE_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_SC_ESC_6.csv,Existing_CA_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_SC_ESC_6.csv,Existing_MIDAT_F-NGin-H2out,0.0,0.0,,,,0.0,,236.7683070287798,,129.5862977462161,,-49.26224006900792,,0.0,111.56481360858832,0.0,0.0,0.0,428.6571783145763
LCOE_BIO_ETHYLENE_6.csv,NW_B-H2in,45.85861450363118,6.161904551428504,10.456779891782208,0.0,731.5650132921048,0.0,63.46428488685636,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-548.3054761132245,91.10108048558487,,,,452.555175168467
LCOE_BIO_ETHYLENE_6.csv,CA_B-H2in,48.96515054524102,8.399421375552128,14.253856061778412,0.0,731.5650132921048,0.0,63.46428488685636,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-553.2351694062085,91.10108048558487,,,,456.7666109112128
LCOE_BIO_ETHYLENE_6.csv,NW_B-NGin,0.0,6.161904551428504,10.456779891782208,0.0,731.5650132921048,22.53211662469408,63.46428488685636,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-548.3054761132245,123.43785113332096,,,,461.5654479372658
LCOE_BIO_ETHYLENE_6.csv,CA_B-NGin,0.0,8.399421375552128,14.253856061778412,0.0,731.5650132921048,22.53211662469408,63.46428488685636,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-553.2351694062085,123.43785113332096,,,,462.6703476384018
LCOE_BIO_ETHYLENE_6.csv,SW_B-H2in,43.445561098816704,6.4342729962902965,10.918990374534092,0.0,731.5650132921048,0.0,63.46428488685636,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-498.6856318403844,91.10108048558487,,,,500.4965449641063
LCOE_BIO_ETHYLENE_6.csv,TX_B-H2in,30.571228257388643,4.643779281617299,7.880514442995268,0.0,731.5650132921048,0.0,61.74704916146501,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-471.85068207691694,91.10108048558487,,,,507.9109565145425
LCOE_BIO_ETHYLENE_6.csv,SW_B-NGin,0.0,6.4342729962902965,10.918990374534092,0.0,731.5650132921048,22.53211662469408,63.46428488685636,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-498.6856318403844,123.43785113332096,,,,511.9198711377196
LCOE_BIO_ETHYLENE_6.csv,TX_B-NGin,0.0,4.643779281617299,7.880514442995268,0.0,731.5650132921048,21.922435830124492,61.74704916146501,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-471.85068207691694,123.43785113332096,,,,531.5989347350144
LCOE_BIO_ETHYLENE_6.csv,CEN_B-H2in,42.34958492759852,5.782349894934971,9.812673923127798,0.0,731.5650132921048,0.0,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-415.94739048103264,91.10108048558487,,,,579.1077468243681
LCOE_BIO_ETHYLENE_6.csv,CEN_B-NGin,0.0,5.782349894934971,9.812673923127798,0.0,731.5650132921048,22.080218146761275,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-415.94739048103264,123.43785113332096,,,,591.1751506912668
LCOE_SC_ESC_6.csv,TX_F-H2in_RETROFIT,4.634109222392715,0.0,,,,0.0,,0.0,,129.58629749253777,,-49.25727080900096,,0.0,43.52732939778871,0.0,464.0112593129612,0.0,592.5017246166793
LCOE_SC_ESC_6.csv,TX_F-NGin_RETROFIT,0.0,0.0,,,,3.3311981247685583,,0.0,,129.58629749253777,,-49.25727080900096,,0.0,48.44215141244513,0.0,464.0112593129612,0.0,596.1136355337117
LCOE_SC_ESC_6.csv,TX_F-CC90-NGin_RETROFIT,0.0,3.062671712912767,,,,3.3311981247685583,,21.466136555687847,,141.334415469421,,-46.79224006554788,,-34.93609134320872,48.44215141244491,0.0,464.0112593129612,0.0,599.9195011794397
LCOE_SC_ESC_6.csv,TX_F-H2in-CH4out_RETROFIT,45.37449636996258,0.0,,,,0.0,,0.0,,129.58629749253777,,-49.25727080900096,,0.0,43.52732939778948,0.0,464.0112593129612,-29.48742110872601,603.754690655524
balance_duals.csv,ethylene_demand_global,,,,,,,,,,,,,,,,,,,623.160404
LCOE_SC_ESC_6.csv,TX_F-CC90-NGin-H2out_RETROFIT,0.0,3.763835340272455,,,,46.11486217427719,,44.16047848032446,,153.76063060605685,,-46.59224006526772,,-80.45964940187135,111.56481360858812,-59.51738057358297,464.0112593129612,0.0,636.8066094817582
LCOE_BIO_ETHYLENE_6.csv,NCEN_B-H2in,45.48093225954009,7.070997668333297,11.999515022660512,0.0,731.5650132921048,0.0,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-361.08483930085214,91.10108048558487,,,,640.5771342094213
LCOE_BIO_ETHYLENE_6.csv,NCEN_B-NGin,0.0,7.070997668333297,11.999515022660512,0.0,731.5650132921048,22.080218146761275,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-361.08483930085214,123.43785113332096,,,,649.5131907443783
LCOE_BIO_ETHYLENE_6.csv,SE_B-H2in,49.53540399267638,8.770884858003843,14.884231271490476,0.0,731.5650132921048,0.0,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-327.7503189829391,91.10108048558487,,,,682.5507296989713
LCOE_BIO_ETHYLENE_6.csv,SE_B-NGin,0.0,8.770884858003843,14.884231271490476,0.0,731.5650132921048,22.080218146761275,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-327.7503189829391,123.43785113332096,,,,687.4323145007919
LCOE_BIO_ETHYLENE_6.csv,MIDAT_B-H2in,51.617772862038194,9.05282460897825,15.362684304002933,0.0,731.5650132921048,0.0,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-315.6264887377132,91.10108048558487,,,,697.5173215970458
LCOE_BIO_ETHYLENE_6.csv,MIDAT_B-NGin,0.0,9.05282460897825,15.362684304002933,0.0,731.5650132921048,22.080218146761275,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-315.6264887377132,123.43785113332096,,,,700.3165375295047
LCOE_BIO_ETHYLENE_6.csv,NE_B-NGin,0.0,10.902007848174144,18.50075662408805,0.0,731.5650132921048,22.080218146761275,62.19146111174626,11.843234411429815,26.201549810398895,11.386217261862534,116.84791455349432,1.561329733270561,-115.58727210015256,-264.2841493764976,123.43785113332096,,,,756.6461324500012
