LCOE for steam/electric cracker ($/t-ethylene),,,,,,,,,,,,,,,,,,,,,,,,,,,,
id_LC,h2_consumption,h2_production,elec_consumption,ethane_consumption,natgas_consumption,natgas_production,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),,id_LC,h2_consumption,h2_production,elec_consumption,ethane_consumption,natgas_consumption,natgas_production,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),,
CA_F-NGin-H2out,0.0,-86.38786040627534,0.0,20583111581.399403,55.4497703587132,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,20583113190.84146,,TX_F-CC90-NGin,0.0,0.0,2.920640966222217,464.01125931296116,3.331165877959411,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-113.8960034608005,1137.4313749241053,1846.5740139441536,,
NW_F-NGin-H2out,0.0,-78.73697407623749,0.0,20583111581.399403,55.45160441794867,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,20583113198.49418,,SW_F-CC90-NGin,0.0,0.0,4.33348992404478,464.01125931296116,4.005594892565206,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-115.88066927241411,1137.4313749241053,1846.6766261049684,,
SW_F-NGin-H2out,0.0,-76.7282662881237,0.0,464.01125931296116,55.45075659811341,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,2083.1138990364725,,CEN_F-CC90-NGin,0.0,0.0,4.013241725764479,464.01125931296116,3.331200624521206,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-109.75745950445832,1137.4313749241053,1851.8051934065998,,
TX_F-NGin-H2out,0.0,-76.77159744165107,0.0,464.01125931296116,46.11441577118026,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,2073.734227056012,,NCEN_F-CC90-NGin,0.0,0.0,4.94199170969544,464.01125931296116,3.331210123581265,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-105.69631403228945,1137.4313749241053,1856.7950983617598,,
NCEN_F-NGin-H2out,0.0,-86.96094396881045,0.0,464.01125931296116,46.11502827775512,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,2063.545493035427,,SE_F-CC90-NGin,0.0,0.0,6.172672853944164,464.01125931296116,3.3311946251148528,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-103.22920698351858,1137.4313749241053,1860.4928710563129,,
CEN_F-NGin-H2out,0.0,-81.64725994879477,0.0,464.01125931296116,46.11489677916843,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,2068.8590455568565,,MIDAT_F-CC90-NGin,0.0,0.0,6.384674703849757,464.01125931296116,3.3312388707367058,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-99.41718675433968,1137.4313749241053,1864.5169373810193,,
SE_F-NGin-H2out,0.0,-91.86016917149897,0.0,464.01125931296116,46.114813727429464,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,2058.646053282413,,NE_F-CC90-NGin,0.0,0.0,7.620233102187708,464.01125931296116,3.331165128033617,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-95.45885898797727,1137.4313749241053,1869.7107498030164,,
MIDAT_F-NGin-H2out,0.0,-95.14413781467013,0.0,464.01125931296116,46.115426234004325,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,2055.362697145817,,TX_F-CC90-NGin-H2out,0.0,-76.77159744165107,3.589288280087946,464.01125931296116,46.11441577118026,0.0,280.92664042397126,153.76063060605685,-46.59224006526772,-262.30846538337056,1323.287784707533,1886.0177162115012,,
NE_F-NGin-H2out,0.0,-106.46144232848921,0.0,464.01125931296116,46.11440538971289,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,1323.2877847075335,2044.0443717877065,,CEN_F-CC90-NGin-H2out,0.0,-81.64725994879477,4.932027475488882,464.01125931296116,46.11489677916843,0.0,280.92664042397126,153.76063060605685,-46.59224006526772,-252.7771817463344,1323.287784707533,1892.016557544783,,
CA_F-NGin,0.0,0.0,0.0,20583111581.399403,4.005523649614764,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,1137.431374924106,20583113039.93363,,SW_F-CC90-NGin-H2out,0.0,-76.7282662881237,5.325592832580195,464.01125931296116,55.45075659811341,0.0,280.92664042397126,153.76063060605685,-46.59224006526772,-266.8792547660057,1323.287784707533,1892.5629033618188,,
