LCOE for steam/electric cracker ($/t-ethylene),,,,,,,,,,,,,,,,,,,,,,,,,,,,
id_LC,h2_consumption,h2_production,elec_consumption,ethane_consumption,natgas_consumption,natgas_production,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),,id_LC,h2_consumption,h2_production,elec_consumption,ethane_consumption,natgas_consumption,natgas_production,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),,
CA_F-NGin-H2out,0.0,-94.65611241318241,0.0,20583111581.399403,47.11187407712098,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,20583112334.42934,,TX_F-H2in,4.7533596312826925,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,410.2893581912387,1196.1513103404425,,
NW_F-NGin-H2out,0.0,-88.52134257714296,0.0,20583111581.399403,47.11187407712098,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,20583112340.56411,,CEN_F-H2in,6.325364445993107,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,410.2893581912387,1197.7233151551527,,
SW_F-NGin-H2out,0.0,-84.09945487300313,0.0,464.01125931296116,47.11187407712098,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,1227.5978578850477,,SW_F-H2in,6.548105035357776,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,410.2893581912387,1197.9460557445175,,
TX_F-NGin-H2out,0.0,-61.04895258210709,0.0,464.01125931296116,46.11486217427719,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,1249.6513482731,,NCEN_F-H2in,6.749562323394615,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,410.2893581912387,1198.1475130325543,,
NCEN_F-NGin-H2out,0.0,-86.6868367205159,0.0,464.01125931296116,46.44182302862355,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,1224.3404249890375,,SE_F-H2in,7.379010145157711,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,410.2893581912387,1198.7769608543174,,
CEN_F-NGin-H2out,0.0,-81.23872462470823,0.0,464.01125931296116,46.44182302862355,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,1229.7885370848453,,MIDAT_F-H2in,7.686836073534195,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,410.2893581912387,1199.084786782694,,
SE_F-NGin-H2out,0.0,-94.77104098960383,0.0,464.01125931296116,46.44182302862355,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,1216.2562207199496,,NE_F-H2in,8.170786798846036,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,410.2893581912387,1199.5687375080058,,
MIDAT_F-NGin-H2out,0.0,-98.72455007848545,0.0,464.01125931296116,46.44182302862355,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,1212.302711631068,,TX_F-NGin,0.0,0.0,0.0,464.01125931296116,3.3311981247685583,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0163504484772,,
NE_F-NGin-H2out,0.0,-104.94008754533314,0.0,464.01125931296116,46.44182302862355,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,483.48181466198076,1206.0871741642204,,NCEN_F-NGin,0.0,0.0,0.0,464.01125931296116,3.354816787679338,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0399691113878,,
CA_F-NGin,0.0,0.0,0.0,20583111581.399403,3.4032192482097066,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,20583112317.476517,,CEN_F-NGin,0.0,0.0,0.0,464.01125931296116,3.354816787679338,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0399691113878,,
NW_F-NGin,0.0,0.0,0.0,20583111581.399403,3.4032192482097066,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,20583112317.476517,,SE_F-NGin,0.0,0.0,0.0,464.01125931296116,3.354816787679338,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0399691113878,,
SW_F-NGin,0.0,0.0,0.0,464.01125931296116,3.4032192482097066,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0883715719183,,MIDAT_F-NGin,0.0,0.0,0.0,464.01125931296116,3.354816787679338,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0399691113878,,
TX_F-NGin,0.0,0.0,0.0,464.01125931296116,3.3311981247685583,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0163504484772,,NE_F-NGin,0.0,0.0,0.0,464.01125931296116,3.354816787679338,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0399691113878,,
NCEN_F-NGin,0.0,0.0,0.0,464.01125931296116,3.354816787679338,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0399691113878,,SW_F-NGin,0.0,0.0,0.0,464.01125931296116,3.4032192482097066,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0883715719183,,
CEN_F-NGin,0.0,0.0,0.0,464.01125931296116,3.354816787679338,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0399691113878,,SW_F-CC90-NGin,0.0,0.0,4.256752902755336,464.01125931296116,3.4032192482097066,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-38.41821689257408,415.5765598057874,1201.6051507008456,,
SE_F-NGin,0.0,0.0,0.0,464.01125931296116,3.354816787679338,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,415.57655980578755,1200.0399691113878,,TX_F-CC90-NGin,0.0,0.0,3.0627898491938375,464.01125931296116,3.3311981247685583,0.0,258.2334009198329,141.334415469421,-46.79224006554788,-36.431341630763335,415.5765598057874,1202.3260417856536,,
