LCOE for steam/electric cracker ($/t-ethylene),,,,,,,,,,,,,,,
id_LC,h2_consumption,h2_production,elec_consumption,ethane_consumption,natgas_consumption,natgas_production,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),,,
SE_F-Ein_RETROFIT,0.0,-96.43765263457342,129.49419396326468,464.01125931296116,0.0,-29.69965088329266,161.7220230821755,171.68143834298223,-39.003626284637384,0.0,43.52732939778948,805.2953142966696,,,
MIDAT_F-NGin_RETROFIT,0.0,0.0,0.0,464.01125931296116,3.3551737523573424,0.0,0.0,129.58629749253777,-49.257270809000964,0.0,48.44215141244513,596.1376111613005,,,
MIDAT_F-H2in-CH4out_RETROFIT,76.61224559363409,0.0,0.0,464.01125931296116,0.0,-29.69965088329266,0.0,129.58629749253777,-49.257270809000964,0.0,43.52732939778948,634.7802101046288,,,
MIDAT_F-CC90-NGin_RETROFIT,0.0,0.0,5.9705313647512845,464.01125931296116,3.3551737523573424,0.0,21.466136555687847,141.334415469421,-46.79224006554788,-23.369163720059007,48.44215141244491,614.4182640820168,,,
MIDAT_F-CC90-NGin-H2out_RETROFIT,0.0,-100.49169781224583,7.337416170368398,464.01125931296116,46.446764607091936,0.0,44.16047848032446,153.76063060605685,-46.59224006526772,-53.82040885052785,111.56481360858811,626.3770160573496,,,
MIDAT_F-H2in_RETROFIT,7.824428748672592,0.0,0.0,464.01125931296116,0.0,0.0,0.0,129.58629749253777,-49.257270809000964,0.0,43.52732939778871,595.6920441429592,,,
MIDAT_F-Ein_RETROFIT,0.0,-100.49169781224583,133.65677976728628,464.01125931296116,0.0,-29.69965088329266,161.7220230821755,171.68143834298223,-39.003626284637384,0.0,43.52732939778948,805.4038549230188,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,
