LCOE for steam/electric cracker ($/t-ethylene),,,,,,,,,,,,,,,,,,,,,,,,,,,,
id_LC,h2_consumption,h2_production,elec_consumption,ethane_consumption,natgas_consumption,natgas_production,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),,id_LC,h2_consumption,h2_production,elec_consumption,ethane_consumption,natgas_consumption,natgas_production,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),,
CA_F-NGin-H2out,0.0,-95.32750995407102,0.0,20583111581.399403,47.39735404834374,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,20583111962.126286,,TX_F-H2in,4.634109721000002,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,43.52727595155103,829.269978190472,,
NW_F-NGin-H2out,0.0,-89.27952409683934,0.0,20583111581.399403,47.39735404834374,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,20583111968.17427,,CEN_F-H2in,6.419525933441056,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,43.52727595155103,831.0553944029131,,
SW_F-NGin-H2out,0.0,-84.58173608699154,0.0,464.01125931296116,47.39735404834374,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,855.4839186009415,,SW_F-H2in,6.585656147318549,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,43.52727595155103,831.2215246167906,,
TX_F-NGin-H2out,0.0,-59.51738697735945,0.0,464.01125931296116,46.11486217427719,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,879.2657758365069,,NCEN_F-H2in,6.894191593863721,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,43.52727595155103,831.5300600633358,,
NCEN_F-NGin-H2out,0.0,-88.54435774979905,0.0,464.01125931296116,46.446764607091936,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,850.570707496882,,SE_F-H2in,7.508780419881876,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,43.52727595155103,832.144648889354,,
CEN_F-NGin-H2out,0.0,-82.44807140849434,0.0,464.01125931296116,46.446764607091936,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,856.666993838187,,NE_F-NGin-H2out,0.0,-106.76672316067076,0.0,464.01125931296116,46.446764607091936,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,832.3483420860105,,
SE_F-NGin-H2out,0.0,-96.43772307611466,0.0,464.01125931296116,46.446764607091936,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,842.6773421705666,,MIDAT_F-H2in,7.8244314910126675,0.0,0.0,464.01125931296116,0.0,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,43.52727595155103,832.4602999604848,,
MIDAT_F-NGin-H2out,0.0,-100.49173303301644,0.0,464.01125931296116,46.446764607091936,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,838.6233322136648,,TX_F-NGin,0.0,0.0,0.0,464.01125931296116,3.3311981247685583,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,48.44209193140703,832.8818825740967,,
NE_F-NGin-H2out,0.0,-106.76672316067076,0.0,464.01125931296116,46.446764607091936,0.0,236.7683070287798,129.5862977462161,-49.262240069007916,0.0,111.56467662064011,832.3483420860105,,NCEN_F-NGin,0.0,0.0,0.0,464.01125931296116,3.3551737523573424,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,48.44209193140703,832.9058582016854,,
CA_F-NGin,0.0,0.0,0.0,20583111581.399403,3.4238414576224176,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,48.44209193140703,20583111950.362667,,CEN_F-NGin,0.0,0.0,0.0,464.01125931296116,3.3551737523573424,0.0,236.76830652142303,129.58629749253777,-49.257270809000964,0.0,48.44209193140703,832.9058582016854,,
