source_file,id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol,elec_production,elec_production - ethanol,biomass_consumption - ethanol,natgas_consumption - ethanol,investment_cost,investment_cost - ethanol,fixed_om_cost,fixed_om_cost - ethanol,variable_om_cost,variable_om_cost - ethanol,modified capture cost,modified emissions cost,biomass_consumption,LCOE ($/MWh-fuel)
LCOE_ETHANOL_UPGRADE_5.csv,NE_Ethanol_to_Gasoline_Diesel,0,0,1.370589978,0,0,54.25033434,4.61336632,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-8.029091388,6.346997751,,103.0436994
LCOE_BIOLF_5.csv,NE_Gasoline_Gasification_CCS_31_Agri,,2.53950497,,0,,,,28.39302352,,23.13155506,,12.14833127,,-9.200540031,0.000371097,46.19924032,103.2114862
LCOE_BIOLF_5.csv,CEN_Gasoline_Gasification_CCS_31_Wood,,1.23444426,,0,,,,26.0258212,,21.20301544,,11.1354924,,-14.22221497,0.000249088,58.00454301,103.3813504
LCOE_BIOLF_5.csv,CEN_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,23.68074163,,18.85550327,,11.55765298,,0,-0.000525147,49.50155786,103.5949306
LCOE_ETHANOL_UPGRADE_5.csv,SW_Ethanol_to_Diesel,0.396947281,0,0.808649485,0,0,54.22683018,4.712025586,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-15.68581532,6.339828742,,103.7977664
LCOE_BIOLF_5.csv,CEN_Gasoline_Gasification_Non_CCS_Herb,,0,,0,,,,22.30309762,,17.75857094,,10.88527829,,0,0.000286977,52.8555257,103.8027595
LCOE_ETHANOL_UPGRADE_5.csv,TX_Ethanol_to_Diesel,0.282007385,0,0.583544813,0,0,54.22683018,4.576936894,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-14.83606227,6.339828742,,104.1723862
LCOE_BIOLF_5.csv,TX_Gasoline_Gasification_CCS_99_Herb,,11.60461245,,0,,,,37.15119229,,27.34426969,,14.25555556,,-51.61547571,0.000108881,65.95013889,104.690402
LCOE_BIOLF_5.csv,CA_Gasoline_Gasification_CCS_99_Wood,,19.6764761,,0,,,,34.82924277,,25.63525283,,13.36458333,,-60.15388342,0.000108881,71.6317806,104.9835611
LCOE_BIOLF_5.csv,NCEN_Gasoline_Gasification_CCS_99_Herb,,17.48362693,,0,,,,36.76638538,,27.06104153,,14.10789848,,-39.70639539,5.68E-05,49.46131952,105.1739333
LCOE_BIOLF_5.csv,NCEN_Gasoline_Gasification_CCS_99_Wood,,16.82296369,,0,,,,35.37707414,,26.03847135,,13.57479571,,-39.51195755,0.00037942,52.89819706,105.1999238
LCOE_BIOLF_5.csv,SW_Gasoline_Gasification_CCS_31_Agri,,1.538581435,,0,,,,29.14352636,,23.74298335,,12.46944386,,-18.22247258,0.000153739,56.861845,105.5340612
LCOE_BIOLF_5.csv,SW_Gasoline_Gasification_CCS_31_Herb,,1.446870814,,0,,,,27.40636066,,22.3277292,,11.7261745,,-17.04865847,-0.000618791,59.79726025,105.6551182
LCOE_BIOLF_5.csv,TX_Gasoline_Gasification_CCS_99_Wood,,11.09130929,,0,,,,35.50789535,,26.13475925,,13.62499407,,-52.73260835,7.87E-05,72.33541554,105.9618439
LCOE_ETHANOL_UPGRADE_5.csv,CEN_Ethanol_to_Diesel,0.387051552,0,0.726522334,0,0,54.22683018,4.611226744,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-13.07197034,6.339828742,,106.2187896
LCOE_BIOLF_5.csv,CEN_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.32071682,,16.97636214,,10.40581626,,0,0.000249088,58.00454301,106.7076873
LCOE_BIOLF_5.csv,SW_Gasoline_Gasification_CCS_31_Wood,,1.36894668,,0,,,,25.93033606,,21.1252245,,11.09463782,,-16.92543239,0.000547914,64.66370226,107.2579628
LCOE_ETHANOL_UPGRADE_5.csv,NCEN_Ethanol_to_Diesel,0.417131646,0,0.888376217,0,0,54.22683018,4.611244948,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-11.3389804,6.339828742,,108.1437318
LCOE_BIOLF_5.csv,NW_Gasoline_Gasification_CCS_31_Herb,,1.377162595,,0,,,,27.22499603,,22.17997298,,11.64857524,,-18.46991639,0.000286977,64.69287471,108.6539521
LCOE_BIOLF_5.csv,NW_Gasoline_Gasification_CCS_31_Agri,,1.501516551,,0,,,,29.68333753,,24.18276292,,12.70040922,,-19.7931124,0.000611457,60.45088305,108.7264083
LCOE_BIOLF_5.csv,TX_Gasoline_Gasification_CCS_31_Agri,,1.13974857,,0,,,,29.91691239,,24.37305437,,12.80034732,,-17.08521695,-0.000224968,57.89053508,109.0351558
LCOE_ETHANOL_UPGRADE_5.csv,SE_Ethanol_to_Diesel,0.454454651,0,1.101985027,0,0,54.22683018,4.611224684,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-10.33116129,6.339828742,,109.4024624
LCOE_BIOLF_5.csv,CA_Gasoline_Gasification_CCS_31_Agri,,1.869787577,,0,,,,27.13654663,,22.107914,,11.61073099,,-18.46179166,-0.00052809,65.39982181,109.6624813
LCOE_BIOLF_5.csv,NW_Gasoline_Gasification_CCS_31_Wood,,1.299509082,,0,,,,25.68987114,,20.92931977,,10.99175171,,-18.31209098,-0.000573217,69.46114544,110.0589329
LCOE_ETHANOL_UPGRADE_5.csv,MIDAT_Ethanol_to_Diesel,0.47340238,0,1.136683472,0,0,54.22683018,4.611419424,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-9.496341704,6.339828742,,110.2911229
LCOE_BIOLF_5.csv,SE_Gasoline_Gasification_CCS_99_Wood,,20.78066253,,0,,,,35.22897632,,25.9294674,,13.51796802,,-36.31879704,0.000547914,51.64216087,110.780986
LCOE_BIOLF_5.csv,SW_Gasoline_Gasification_Non_CCS_Herb,,0,,0,,,,22.45167406,,17.87687312,,10.95779269,,0,-0.000618791,59.79726025,111.0829813
LCOE_BIOLF_5.csv,SW_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,23.8747845,,19.01000755,,11.65235779,,0,0.000153739,56.861845,111.3991486
LCOE_ETHANOL_UPGRADE_5.csv,NE_Ethanol_to_Diesel,0.500461252,0,1.369996165,0,0,54.22683018,4.611367562,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-8.025612755,6.339828742,,112.0221716
LCOE_BIOLF_5.csv,CA_Gasoline_Gasification_CCS_31_Wood,,1.76640321,,0,,,,25.63611164,,20.88552237,,10.96875,,-18.79543855,0.000108881,71.6317806,112.0932381
LCOE_BIOLF_5.csv,TX_Gasoline_Gasification_CCS_31_Herb,,1.041773159,,0,,,,27.34518575,,22.27789052,,11.7,,-16.12756229,0.000108881,65.95013889,112.1875349
LCOE_BIOLF_5.csv,SE_Gasoline_Gasification_CCS_99_Herb,,21.85490405,,0,,,,37.05011311,,27.26987271,,14.21676973,,-35.8931351,-0.000573217,48.2776463,112.7755976
LCOE_BIOLF_5.csv,SW_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.24249406,,16.91407822,,10.36763876,,0,0.000547914,64.66370226,113.1884612
balance_duals.csv,diesel_demand_global,,,,,,,,,,,,,,,,,113.355763
LCOE_BIOLF_5.csv,TX_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,24.50835316,,19.51447891,,11.96157812,,0,-0.000224968,57.89053508,113.8747203
LCOE_BIOLF_5.csv,MIDAT_Gasoline_Gasification_CCS_99_Wood,,21.58218523,,0,,,,35.4708992,,26.1075291,,13.61079801,,-33.3170479,-0.000182468,50.45321193,113.9073931
LCOE_BIOLF_5.csv,TX_Gasoline_Gasification_CCS_31_Wood,,0.995692737,,0,,,,26.13563479,,21.29247964,,11.1824776,,-16.47661703,7.87E-05,72.33541554,115.465162
LCOE_BIOLF_5.csv,NW_Gasoline_Gasification_Non_CCS_Herb,,0,,0,,,,22.30309762,,17.75857094,,10.88527829,,0,0.000286977,64.69287471,115.6401085
LCOE_BIOLF_5.csv,MIDAT_Gasoline_Gasification_CCS_99_Herb,,22.41884396,,0,,,,36.84597021,,27.11961809,,14.13843656,,-33.2477162,0.000599373,48.55979289,115.8355449
LCOE_BIOLF_5.csv,NW_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,24.31700537,,19.36212055,,11.86818867,,0,0.000611457,60.45088305,115.9988091
LCOE_BIOLF_5.csv,CA_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,22.23063862,,17.70087634,,10.84991386,,0,-0.00052809,65.39982181,116.1807225
LCOE_BIOLF_5.csv,TX_Gasoline_Gasification_Non_CCS_Herb,,0,,0,,,,22.40155871,,17.83696939,,10.93333333,,0,0.000108881,65.95013889,117.1221092
LCOE_BIOLF_5.csv,NW_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.04550182,,16.75722554,,10.27149448,,0,-0.000573217,69.46114544,117.5347941
LCOE_BIOLF_5.csv,CA_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.00146129,,16.7221588,,10.25,,0,0.000108881,71.6317806,119.6055096
LCOE_BIOLF_5.csv,TX_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.41067765,,17.04799236,,10.44972266,,0,7.87E-05,72.33541554,121.2438869
LCOE_BIOLF_5.csv,NE_Gasoline_Gasification_CCS_99_Wood,,26.17697299,,0,,,,35.69574095,,26.27301863,,13.69707368,,-28.84601178,0.000169543,50.14486608,123.1418301
LCOE_ETHANOL_UPGRADE_5.csv,NW_Ethanol_to_JetFuel,0.699870911,0,0.777708799,0,0,54.42919501,4.729640704,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-16.99283093,6.281507851,,124.0329059
LCOE_ETHANOL_UPGRADE_5.csv,CA_Ethanol_to_JetFuel,0.747491137,0,1.05934473,0,0,54.42919501,4.72934078,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-17.16087162,6.281507851,,124.1938214
LCOE_ETHANOL_UPGRADE_5.csv,SW_Ethanol_to_JetFuel,0.664047676,0,0.81166722,0,0,54.42919501,4.729610022,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-15.74435198,6.281507851,,125.2794893
LCOE_BIOLF_5.csv,NE_Gasoline_Gasification_CCS_99_Herb,,26.9185085,,0,,,,36.706922,,27.01727489,,14.08508136,,-28.15283529,-0.00034857,48.76188345,125.3364863
LCOE_ETHANOL_UPGRADE_5.csv,TX_Ethanol_to_JetFuel,0.471766297,0,0.585722497,0,0,54.42919501,4.594017203,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-14.8914278,6.281507851,,125.5785946
LCOE_ETHANOL_UPGRADE_5.csv,CEN_Ethanol_to_JetFuel,0.647493247,0,0.729233585,0,0,54.42919501,4.628435017,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-13.1207526,6.281507851,,127.7029257
LCOE_ETHANOL_UPGRADE_5.csv,NCEN_Ethanol_to_JetFuel,0.697813825,0,0.891691478,0,0,54.42919501,4.628453288,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-11.38129545,6.281507851,,129.6551795
LCOE_ETHANOL_UPGRADE_5.csv,SE_Ethanol_to_JetFuel,0.760250969,0,1.106097438,0,0,54.42919501,4.628432949,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-10.36971533,6.281507851,,130.9435824
LCOE_ETHANOL_UPGRADE_5.csv,MIDAT_Ethanol_to_JetFuel,0.791948366,0,1.140925372,0,0,54.42919501,4.628628416,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-9.531780352,6.281507851,,131.8482382
LCOE_ETHANOL_UPGRADE_5.csv,NE_Ethanol_to_JetFuel,0.837214782,0,1.375108746,0,0,54.42919501,4.628576361,44.35867114,6.60E-06,24.30359709,1.40E-06,14.04535013,-8.599812811,-8.055562906,6.281507851,,133.6038534
