source_file,id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol,elec_production,elec_production - ethanol,biomass_consumption - ethanol,natgas_consumption - ethanol,investment_cost,investment_cost - ethanol,fixed_om_cost,fixed_om_cost - ethanol,variable_om_cost,variable_om_cost - ethanol,modified capture cost,modified emissions cost,biomass_consumption,LCOE ($/MWh-fuel)
LCOE_ETHANOL_UPGRADE_5.csv,NW_Ethanol_to_Gasoline,0,0,0.779087044,0,0,54.52565372,4.738022512,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-17.0229454,6.205724557,,92.37681392
LCOE_ETHANOL_UPGRADE_5.csv,CA_Ethanol_to_Gasoline,0,0,1.061222087,0,0,54.52565372,4.737722057,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-17.19128389,6.205724557,,92.49031002
LCOE_ETHANOL_UPGRADE_5.csv,NW_Ethanol_to_Gasoline_Diesel,0,0,0.775153157,0,0,54.25033434,4.714098554,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-16.93699051,6.346997751,,93.64109569
LCOE_ETHANOL_UPGRADE_5.csv,SW_Ethanol_to_Gasoline,0,0,0.813105646,0,0,54.52565372,4.737991776,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-15.77225392,6.205724557,,93.66149327
LCOE_ETHANOL_UPGRADE_5.csv,CA_Ethanol_to_Gasoline_Diesel,0,0,1.0558636,0,0,54.25033434,4.713799616,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-17.10447899,6.346997751,,93.75401871
LCOE_ETHANOL_UPGRADE_5.csv,TX_Ethanol_to_Gasoline,0,0,0.586760507,0,0,54.52565372,4.602158661,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-14.9178182,6.205724557,,94.15375073
LCOE_ETHANOL_UPGRADE_5.csv,SW_Ethanol_to_Gasoline_Diesel,0,0,0.808999987,0,0,54.25033434,4.714067973,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-15.69261421,6.346997751,,94.91928824
LCOE_ETHANOL_UPGRADE_5.csv,TX_Ethanol_to_Gasoline_Diesel,0,0,0.583797745,0,0,54.25033434,4.578920728,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-14.84249284,6.346997751,,95.40906012
LCOE_ETHANOL_UPGRADE_5.csv,CEN_Ethanol_to_Gasoline,0,0,0.730525924,0,0,54.52565372,4.63663747,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-13.14400502,6.205724557,,96.10580814
balance_duals.csv,jetfuel_demand_global,,,,,,,,,,,,,,,,,97.122573
LCOE_ETHANOL_UPGRADE_5.csv,CEN_Ethanol_to_Gasoline_Diesel,0,0,0.726837239,0,0,54.25033434,4.613225441,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-13.07763628,6.346997751,,97.35126089
LCOE_ETHANOL_UPGRADE_5.csv,NCEN_Ethanol_to_Gasoline,0,0,0.893271722,0,0,54.52565372,4.636655774,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-11.40146523,6.205724557,,98.01111203
LCOE_ETHANOL_UPGRADE_5.csv,SE_Ethanol_to_Gasoline,0,0,1.108057649,0,0,54.52565372,4.636635398,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-10.38809241,6.205724557,,99.23925041
LCOE_ETHANOL_UPGRADE_5.csv,NCEN_Ethanol_to_Gasoline_Diesel,0,0,0.888761276,0,0,54.25033434,4.613243652,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-11.34389518,6.346997751,,99.24694423
balance_duals.csv,gasoline_demand_global,,,,,,,,,,,,,,,,,99.308479
LCOE_BIOLF_5.csv,NCEN_Gasoline_Gasification_CCS_31_Agri,,1.663885405,,0,,,,28.68853792,,23.37230813,,12.27477102,,-13.13297496,0.000285511,46.44243443,99.30924746
LCOE_BIOLF_5.csv,SE_Gasoline_Gasification_Non_CCS_Herb,,0,,0,,,,22.34060963,,17.78843942,,10.90358645,,0,-0.000573217,48.2776463,99.30970858
LCOE_BIOLF_5.csv,MIDAT_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.38836958,,17.03022983,,10.43883495,,0,-0.000182468,50.45321193,99.31046383
LCOE_BIOLF_5.csv,MIDAT_Gasoline_Gasification_Non_CCS_Herb,,0,,0,,,,22.21751481,,17.69042667,,10.84350863,,0,0.000599373,48.55979289,99.31184238
LCOE_BIOLF_5.csv,NE_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.52394546,,17.13818048,,10.50500429,,0,0.000169543,50.14486608,99.31216585
LCOE_BIOLF_5.csv,NCEN_Gasoline_Gasification_CCS_31_Herb,,1.569546019,,0,,,,27.0619481,,22.04713922,,11.57881302,,-12.40649934,5.68E-05,49.46131952,99.31232335
LCOE_BIOLF_5.csv,NW_Gasoline_Gasification_CCS_99_Wood,,14.47560741,,0,,,,34.90228047,,25.68901053,,13.39260916,,-58.60695313,-0.000573217,69.46114544,99.31312665
LCOE_BIOLF_5.csv,SE_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,23.597838,,18.78949226,,11.51719093,,0,-4.63E-05,45.41305622,99.31753111
LCOE_BIOLF_5.csv,MIDAT_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,23.52898946,,18.73467244,,11.48358862,,0,0.000573066,45.57118266,99.31900625
LCOE_BIOLF_5.csv,NE_Gasoline_Gasification_Non_CCS_Herb,,0,,0,,,,22.13367103,,17.62366707,,10.80258773,,0,-0.00034857,48.76188345,99.32146071
LCOE_BIOLF_5.csv,NW_Gasoline_Gasification_CCS_99_Herb,,15.34061234,,0,,,,36.98790244,,27.224084,,14.19289841,,-59.11206565,0.000286977,64.69287471,99.32659324
LCOE_BIOLF_5.csv,NE_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,23.25996207,,18.52046265,,11.35228677,,0,0.000371097,46.19924032,99.33232292
LCOE_BIOLF_5.csv,NCEN_Gasoline_Gasification_Non_CCS_Herb,,0,,0,,,,22.16952647,,17.65221653,,10.82008738,,0,5.68E-05,49.46131952,100.1032067
LCOE_ETHANOL_UPGRADE_5.csv,MIDAT_Ethanol_to_Gasoline,0,0,1.142947305,0,0,54.52565372,4.636831212,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-9.54867245,6.205724557,,100.1137558
LCOE_BIOLF_5.csv,CEN_Gasoline_Gasification_CCS_99_Herb,,14.38441966,,0,,,,36.98790244,,27.224084,,14.19289841,,-45.53132787,0.000286977,52.8555257,100.1137893
LCOE_BIOLF_5.csv,NCEN_Gasoline_Gasification_Non_CCS_Agri,,0,,0,,,,23.50205161,,18.71322351,,11.4704413,,0,0.000285511,46.44243443,100.1284364
LCOE_BIOLF_5.csv,SE_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.24249406,,16.91407822,,10.36763876,,0,0.000547914,51.64216087,100.1669198
LCOE_BIOLF_5.csv,SE_Gasoline_Gasification_CCS_31_Herb,,1.961965774,,0,,,,27.27078628,,22.21727791,,11.6681672,,-11.21502348,-0.000573217,48.2776463,100.1802468
LCOE_BIOLF_5.csv,SE_Gasoline_Gasification_CCS_31_Agri,,2.072376325,,0,,,,28.80546268,,23.46756573,,12.32479883,,-11.82955873,-4.63E-05,45.41305622,100.2536548
LCOE_BIOLF_5.csv,SW_Gasoline_Gasification_CCS_99_Herb,,16.11711235,,0,,,,37.23430458,,27.40544255,,14.28744718,,-54.56339906,-0.000618791,59.79726025,100.2775491
LCOE_BIOLF_5.csv,SE_Gasoline_Gasification_CCS_31_Wood,,1.865528604,,0,,,,25.93033606,,21.1252245,,11.09463782,,-11.34802409,0.000547914,51.64216087,100.3104117
LCOE_BIOLF_5.csv,SW_Gasoline_Gasification_CCS_99_Wood,,15.2490929,,0,,,,35.22897632,,25.9294674,,13.51796802,,-54.16902,0.000547914,64.66370226,100.4207348
LCOE_BIOLF_5.csv,NCEN_Gasoline_Gasification_CCS_31_Wood,,1.510236737,,0,,,,26.03934366,,21.21403207,,11.14127816,,-12.34574608,0.00037942,52.89819706,100.457721
LCOE_ETHANOL_UPGRADE_5.csv,SE_Ethanol_to_Gasoline_Diesel,0,0,1.102462673,0,0,54.25033434,4.613223379,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-10.33563924,6.346997751,,100.4688813
LCOE_BIOLF_5.csv,CEN_Gasoline_Gasification_CCS_31_Agri,,1.371086902,,0,,,,28.90666167,,23.55001169,,12.36809816,,-15.17565289,-0.000525147,49.50155786,100.5212382
LCOE_BIOLF_5.csv,MIDAT_Gasoline_Gasification_CCS_31_Wood,,1.937483169,,0,,,,26.10840373,,21.27029472,,11.17082643,,-10.41010972,-0.000182468,50.45321193,100.5299278
LCOE_BIOLF_5.csv,CEN_Gasoline_Gasification_CCS_31_Herb,,1.291322945,,0,,,,27.22499603,,22.17997298,,11.64857524,,-14.22653412,0.000286977,52.8555257,100.9741458
LCOE_BIOLF_5.csv,MIDAT_Gasoline_Gasification_CCS_31_Herb,,2.012591977,,0,,,,27.12052662,,22.09486264,,11.60387662,,-10.38844662,0.000599373,48.55979289,101.0038035
LCOE_BIOLF_5.csv,MIDAT_Gasoline_Gasification_CCS_31_Agri,,2.131392993,,0,,,,28.72142048,,23.39909727,,12.28884026,,-10.9984752,0.000573066,45.57118266,101.1140315
LCOE_BIOLF_5.csv,CEN_Gasoline_Gasification_CCS_99_Wood,,13.75083154,,0,,,,35.35870251,,26.02494934,,13.5677462,,-45.51750463,0.000249088,58.00454301,101.1895171
LCOE_ETHANOL_UPGRADE_5.csv,MIDAT_Ethanol_to_Gasoline_Diesel,0,0,1.137176158,0,0,54.25033434,4.613418205,30.20090054,6.58E-06,16.54672018,1.39E-06,6.315426529,-8.571552825,-9.500457812,6.346997751,,101.338971
LCOE_BIOLF_5.csv,NCEN_Gasoline_Gasification_Non_CCS_Wood,,0,,0,,,,21.33179461,,16.9851827,,10.4112229,,0,0.00037942,52.89819706,101.6267767
LCOE_ETHANOL_UPGRADE_5.csv,NE_Ethanol_to_Gasoline,0,0,1.377545696,0,0,54.52565372,4.636779064,29.76619529,6.61E-06,16.30855025,1.40E-06,5.691571219,-8.615053288,-8.06983887,6.205724557,,101.8271357
LCOE_BIOLF_5.csv,NE_Gasoline_Gasification_CCS_31_Wood,,2.349967996,,0,,,,26.2738988,,21.40512215,,11.24163569,,-9.013107901,0.000169543,50.14486608,102.4025524
LCOE_ETHANOL_UPGRADE_5.csv,NW_Ethanol_to_Diesel,0.418361309,0,0.774817319,0,0,54.22683018,4.712056154,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-16.9296525,6.339828742,,102.5415416
LCOE_ETHANOL_UPGRADE_5.csv,CA_Ethanol_to_Diesel,0.446827215,0,1.055406143,0,0,54.22683018,4.711757345,32.94383397,6.57E-06,18.04954133,1.39E-06,10.57375633,-8.567839169,-17.09706842,6.339828742,,102.6828816
LCOE_BIOLF_5.csv,NE_Gasoline_Gasification_CCS_31_Herb,,2.41653737,,0,,,,27.01818,,22.01148172,,11.56008626,,-8.796520784,-0.00034857,48.76188345,102.9712994
