source_file,id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol prod.,elec_production,elec_production - ethanol prod.,biomass_consumption - ethanol prod.,natgas_consumption - ethanol prod.,investment_cost,investment_cost - ethanol prod.,fixed_om_cost,fixed_om_cost - ethanol prod.,variable_om_cost,variable_om_cost - ethanol prod.,modified capture cost,modified emissions cost,biomass_consumption,LCOE ($/MWh-fuel)
LCOE_ETHANOL_UPGRADE_6a.csv,TX_Ethanol_to_Gasoline,0.0,0.0,0.5958618074805604,0.0,0.0,54.52565372188384,4.602185943495713,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-47.03141287244351,17.92030410098782,,84.42574598515326
LCOE_ETHANOL_UPGRADE_6a.csv,NW_Ethanol_to_Gasoline,0.0,0.0,0.7635345108466646,0.0,0.0,54.52565372188384,5.533986492881826,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-47.91808560025044,17.92030410098782,,84.63854651009855
LCOE_ETHANOL_UPGRADE_6a.csv,SW_Ethanol_to_Gasoline,0.0,0.0,0.8344970289359436,0.0,0.0,54.52565372188384,5.533986492881826,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-47.88388479250234,17.92030410098782,,84.74370983593592
LCOE_ETHANOL_UPGRADE_6a.csv,CA_Ethanol_to_Gasoline,0.0,0.0,1.0799214057361222,0.0,0.0,54.52565372188384,5.533986492881826,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-47.76560104668823,17.92030410098782,,85.1074179585502
LCOE_ETHANOL_UPGRADE_6a.csv,TX_Ethanol_to_Gasoline_Diesel,0.0,0.0,0.5928530896363504,0.0,0.0,54.25033433530679,4.578947872525676,30.200900542001456,1.9430164257318987,16.546720181413264,8.66503771467175,6.315426529445472,-8.571552824978474,-46.79393456896567,18.235713571742792,,85.96346286853132
LCOE_ETHANOL_UPGRADE_6a.csv,NW_Ethanol_to_Gasoline_Diesel,0.0,0.0,0.7596791539860398,0.0,0.0,54.25033433530679,5.506043430074778,30.200900542001456,1.9430164257318987,16.546720181413264,8.66503771467175,6.315426529445472,-8.571552824978474,-47.67613017133069,18.235713571742792,,86.1751888880651
LCOE_ETHANOL_UPGRADE_6a.csv,SW_Ethanol_to_Gasoline_Diesel,0.0,0.0,0.8302833571241591,0.0,0.0,54.25033433530679,5.506043430074778,30.200900542001456,1.9430164257318987,16.546720181413264,8.66503771467175,6.315426529445472,-8.571552824978474,-47.64210205560492,18.235713571742792,,86.27982120692897
LCOE_ETHANOL_UPGRADE_6a.csv,CEN_Ethanol_to_Gasoline,0.0,0.0,0.7582803288598242,0.0,0.0,54.52565372188384,4.605498205068806,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-45.25552036120692,17.92030410098782,,86.3673692793422
LCOE_ETHANOL_UPGRADE_6a.csv,CA_Ethanol_to_Gasoline_Diesel,0.0,0.0,1.0744684991007385,0.0,0.0,54.25033433530679,5.506043430074778,30.200900542001456,1.9430164257318987,16.546720181413264,8.66503771467175,6.315426529445472,-8.571552824978474,-47.52441556642354,18.235713571742792,,86.64169283808694
LCOE_ETHANOL_UPGRADE_6a.csv,CEN_Ethanol_to_Gasoline_Diesel,0.0,0.0,0.7544515022297027,0.0,0.0,54.25033433530679,4.58224340931397,30.200900542001456,1.9430164257318987,16.546720181413264,8.66503771467175,6.315426529445472,-8.571552824978474,-45.02700916960112,18.235713571742792,,87.89528221727751
