UNSORTED,,,,,,,,,,,,,SORTED,,,,,,,,,,,
id,elec_production,elec_consumption,biomass_consumption,natgas_consumption,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/MWh-ethanol),LCOE ($/GJ-ethanol),,id,elec_production,elec_consumption,biomass_consumption,natgas_consumption,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/MWh-ethanol),LCOE ($/GJ-ethanol)
CEN_Bio_Ethanol_Herb,-2.7380938431076185,0.0,56.79946241434906,0.0,17.45471442935871,9.206349535004849,0.2267230955259976,0.0,0.00046513101218559523,80.94962076214318,,,NW_DryMill_CCS_Fermentation_Exhaust,0.0,0.7357123195540519,51.54077946979481,4.458887653717482,1.845971685370083,8.23225890533723,-8.143443156227582,-17.034569281196575,6.623282580692568,48.25888017704207,
MIDAT_Bio_Ethanol_Herb,-4.248779627584822,0.0,51.004505621361176,0.0,17.38813350702227,9.171231959986763,0.22585826139329454,0.0,0.00019212870588645236,73.54114185088459,,,CA_DryMill_CCS_Fermentation_Exhaust,0.0,1.0052691565205998,51.54077946979481,4.458243250077888,1.845971685370083,8.23225890533723,-8.143443156227582,-17.178858745136083,6.623282580692568,48.383503146429504,
NCEN_Bio_Ethanol_Herb,-3.316570471027195,0.0,53.31665748485,0.0,17.350687233631078,9.151481222556031,0.2253718635748986,0.0,-0.0005114885866827277,76.72711584499811,,,SW_DryMill_CCS_Fermentation_Exhaust,0.0,0.7701049498632799,51.54077946979481,4.458820405921252,1.845971685370083,8.23225890533723,-8.143443156227582,-15.51754228014997,6.623282580692568,49.810232560601676,
SE_Bio_Ethanol_Herb,-4.125308818268988,0.0,50.710438556648995,0.0,17.48378359797687,9.221681835517346,0.22710068130204392,0.0,3.0027927251325848e-05,73.51772588110352,,,TX_DryMill_CCS_Fermentation_Exhaust,0.0,0.5564250821405402,51.54077946979481,4.350209991881458,1.845971685370083,8.23225890533723,-8.143443156227582,-14.710251135036682,6.623282580692568,50.29523342395244,
TX_Bio_Ethanol_Herb,-2.183669793026669,0.0,71.03070694802894,0.0,17.531560750666046,9.246881512614557,0.22772126916654017,0.0,0.0005949545066942512,95.85379564195611,,,CEN_DryMill_CCS_Fermentation_Exhaust,0.0,0.6974990617475998,51.54077946979481,4.381552688054021,1.845971685370083,8.23225890533723,-8.143443156227582,-13.03319153110251,6.623282580692568,52.14470970366622,
CEN_Bio_Ethanol_Wood,-2.7385349209613716,0.0,62.511079857431845,0.0,16.68631018177014,8.80106085978115,0.2167421250361237,0.0,-0.0002168359102616363,85.47644126714762,,,NW_DryMill_CCS_Fermentation,0.0,0.7357123195540519,51.54077946979481,4.458887653717482,1.1219173819252375,7.835557847855159,-8.17243484467934,-11.933266540644022,6.623282580692568,52.21043586821595,
MIDAT_Bio_Ethanol_Wood,-4.24799114296758,0.0,52.93236314441706,0.0,16.738714402759417,8.82870104704915,0.21742281490071025,0.0,0.00018268218307902363,74.46939294834185,,,CA_DryMill_CCS_Fermentation,0.0,1.0052691565205998,51.54077946979481,4.458243250077888,1.1219173819252375,7.835557847855159,-8.17243484467934,-12.034345975279182,6.623282580692568,52.37826886690774,
NCEN_Bio_Ethanol_Wood,-3.3156588266107656,0.0,56.81595874897596,0.0,16.695155510284405,8.805726257567166,0.21685701893884632,0.0,-0.00035568982149290616,79.21768301933412,,,SW_DryMill_CCS_Fermentation,0.0,0.7701049498632799,51.54077946979481,4.458820405921252,1.1219173819252375,7.835557847855159,-8.17243484467934,-10.870540078119028,6.623282580692568,53.307487713253934,
SE_Bio_Ethanol_Wood,-4.126446917026586,0.0,55.50344322871676,0.0,16.62545215442517,8.768961779958548,0.21595162683558883,0.0,-0.000475376483471564,76.98688649642601,,,TX_DryMill_CCS_Fermentation,0.0,0.5564250821405402,51.54077946979481,4.350209991881458,1.1219173819252375,7.835557847855159,-8.17243484467934,-10.305006529749678,6.623282580692568,53.55073097986075,
TX_Bio_Ethanol_Wood,-2.184616378237838,0.0,77.97521067210963,0.0,16.836330465758454,8.880187858812084,0.21869077124945327,0.0,-0.00011328027080322227,101.72569010942097,,,NCEN_DryMill_CCS_Fermentation_Exhaust,0.0,0.84479782568052,51.54077946979481,4.381585332615297,1.845971685370083,8.23225890533723,-8.143443156227582,-11.386367517315685,6.623282580692568,53.938865125947245,
