UNSORTED,,,,,,,,,,,,,SORTED,,,,,,,,,,,
id,elec_production,elec_consumption,biomass_consumption,natgas_consumption,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/MWh-ethanol),LCOE ($/GJ-ethanol),,id,elec_production,elec_consumption,biomass_consumption,natgas_consumption,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/MWh-ethanol),LCOE ($/GJ-ethanol)
CEN_Bio_Ethanol_Herb,-2.7107560392986705,0.0,53.92339480048368,0.0,17.45471442935871,9.206349535004849,0.2267230955259976,0.0,0.00044112933557208516,78.10086695041012,21.69468526400281,,NW_DryMill_CCS_Fermentation_Exhaust,0.0,0.7364378195335572,51.54077946979481,4.478650997559742,1.845971685370083,8.23225890533723,-8.143443156227582,-16.09106567415308,6.281508150570837,48.8810981977856,13.578082832718222
MIDAT_Bio_Ethanol_Herb,-4.240726084119655,0.0,49.54200511945393,0.0,17.38813350702227,9.171231959986763,0.22585826139329454,0.0,0.00018221448613750388,72.08668497822275,20.02407916061743,,CA_DryMill_CCS_Fermentation_Exhaust,0.0,1.0031280655996513,51.54077946979481,4.478366989876639,1.845971685370083,8.23225890533723,-8.143443156227582,-16.250188880333265,6.281508150570837,48.98838122998841,13.607883674996781
NCEN_Bio_Ethanol_Herb,-3.314897693694596,0.0,50.46208944758852,0.0,17.350687233631078,9.151481222556031,0.2253718635748986,0.0,-0.0004850947678931055,73.87424697888802,20.520624160802228,,SW_DryMill_CCS_Fermentation_Exhaust,0.0,0.7685941559499145,51.54077946979481,4.478621943900206,1.845971685370083,8.23225890533723,-8.143443156227582,-14.908840250376983,6.281508150570837,50.09545090431851,13.915403028977364
SE_Bio_Ethanol_Herb,-4.110816274943224,0.0,49.2522139793086,0.0,17.48378359797687,9.221681835517346,0.22710068130204392,0.0,2.8478427045193066e-05,72.07399229758867,20.020553415996854,,TX_DryMill_CCS_Fermentation_Exhaust,0.0,0.5546397308836615,51.54077946979481,4.350224681934033,1.845971685370083,8.23225890533723,-8.143443156227582,-14.101178537207677,6.281508150570837,50.560760930455395,14.044655814015387
TX_Bio_Ethanol_Herb,-2.176663247608927,0.0,67.28175699610343,0.0,17.531560750666046,9.246881512614557,0.22772126916654017,0.0,0.0005642536819904193,92.11182153462363,25.58661709295101,,CEN_DryMill_CCS_Fermentation_Exhaust,0.0,0.6905350591970737,51.54077946979481,4.382816032575413,1.845971685370083,8.23225890533723,-8.143443156227582,-12.424468448195405,6.281508150570837,52.40595769842246,14.557210471784018
CEN_Bio_Ethanol_Wood,-2.711192713322416,0.0,59.17793228012715,0.0,16.68631018177014,8.80106085978115,0.2167421250361237,0.0,-0.0002056467500896647,82.17064708664205,22.825179746289457,,NW_DryMill_CCS_Fermentation,0.0,0.7364378195335572,51.54077946979481,4.478650997559742,1.1219173819252375,7.835557847855159,-8.17243484467934,-11.27231175869146,6.281508150570837,52.55010506386853,14.597251406630148
MIDAT_Bio_Ethanol_Wood,-4.239939094071604,0.0,51.47217326182538,0.0,16.738714402759417,8.82870104704915,0.21742281490071025,0.0,0.0001732554225181449,73.01724568788559,20.282568246634884,,CA_DryMill_CCS_Fermentation,0.0,1.0031280655996513,51.54077946979481,4.478366989876639,1.1219173819252375,7.835557847855159,-8.17243484467934,-11.383782709368568,6.281508150570837,52.70504035157442,14.640288986548452
NCEN_Bio_Ethanol_Wood,-3.3139865090839,0.0,53.96885595874898,0.0,16.695155510284405,8.805726257567166,0.21685701893884632,0.0,-0.0003373355259363171,76.37227090092958,21.21451969470266,,SW_DryMill_CCS_Fermentation,0.0,0.7685941559499145,51.54077946979481,4.478621943900206,1.1219173819252375,7.835557847855159,-8.17243484467934,-10.444124625799365,6.281508150570837,53.41041947951746,14.836227633199295
SE_Bio_Ethanol_Wood,-4.111950375467894,0.0,52.687990210192915,0.0,16.62545215442517,8.768961779958548,0.21595162683558883,0.0,-0.00045084612035443136,74.18595454982396,20.607209597173323,,TX_DryMill_CCS_Fermentation,0.0,0.5546397308836615,51.54077946979481,4.350224681934033,1.1219173819252375,7.835557847855159,-8.17243484467934,-9.878331482525624,6.281508150570837,53.63386093575876,14.898294704377435
TX_Bio_Ethanol_Wood,-2.1776067955970255,0.0,74.14933760995285,0.0,16.836330465758454,8.880187858812084,0.21869077124945327,0.0,-0.00010743478564897738,97.90683247539016,27.196342354275043,,NCEN_DryMill_CCS_Fermentation_Exhaust,0.0,0.8443717353363611,51.54077946979481,4.382833334192889,1.845971685370083,8.23225890533723,-8.143443156227582,-10.777319755605834,6.281508150570837,54.20696036876879,15.05748899132466
CEN_Bio_Ethanol_Agri,-2.7101378312827644,0.0,50.4998507542527,0.0,18.5322120463203,9.774667035988887,0.240718947255804,0.0,0.0005449663957970307,76.33785591893071,21.204959977480755,,CEN_DryMill_CCS_Fermentation,0.0,0.6905350591970737,51.54077946979481,4.382816032575413,1.1219173819252375,7.835557847855159,-8.17243484467934,-8.703741854030778,6.281508150570837,54.976937243208404,15.27137145644678
