Levelized cost for Ethanol Upgrade Production - $/MWh-fuel,,,,,,,,,,,,,,,,,
id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol prod.,elec_production,elec_production - ethanol prod.,biomass_consumption - ethanol prod.,natgas_consumption - ethanol prod.,investment_cost,investment_cost - ethanol prod.,fixed_om_cost,fixed_om_cost - ethanol prod.,variable_om_cost,variable_om_cost - ethanol prod.,modified capture cost,modified emissions cost,LCOE ($/MWh-fuel),
CA_Ethanol_to_Gasoline,0.0,0.0,1.0799214057361222,0.0,0.0,54.52565372188384,5.533986492881826,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-47.76560104668823,17.92030410098782,85.1074179585502,
NW_Ethanol_to_Gasoline,0.0,0.0,0.7635345108466646,0.0,0.0,54.52565372188384,5.533986492881826,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-47.918085600250436,17.92030410098782,84.63854651009855,
SW_Ethanol_to_Gasoline,0.0,0.0,0.8344970289359436,0.0,0.0,54.52565372188384,5.533986492881826,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-47.88388479250234,17.92030410098782,84.74370983593592,
TX_Ethanol_to_Gasoline,0.0,0.0,0.5958618074805604,0.0,0.0,54.52565372188384,4.602185943495713,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-47.03141287244351,17.92030410098782,84.42574598515326,
NCEN_Ethanol_to_Gasoline,0.0,0.0,0.9396101303426044,0.0,0.0,54.52565372188384,4.605498205068806,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-43.512689286204704,17.92030410098782,88.2915301558272,
CEN_Ethanol_to_Gasoline,0.0,0.0,0.7582803288598242,0.0,0.0,54.52565372188384,4.605498205068806,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-45.25552036120692,17.92030410098782,86.3673692793422,
SE_Ethanol_to_Gasoline,0.0,0.0,1.1892680880254252,0.0,0.0,54.52565372188384,4.605498205068806,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-42.45374403793234,17.92030410098782,89.60013336178238,
MIDAT_Ethanol_to_Gasoline,0.0,0.0,1.2389334542574297,0.0,0.0,54.52565372188384,4.605498205068806,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-40.816390959423586,17.92030410098782,91.28715180652314,
NE_Ethanol_to_Gasoline,0.0,0.0,1.4394506844668982,0.0,0.0,54.52565372188384,4.605498205068806,29.766195291688515,1.9528771961215383,16.308550253477915,8.709012611739208,5.6915712187792975,-8.615053288057648,-39.11494040313447,17.92030410098782,93.18911959302173,
CA_Ethanol_to_Diesel,0.3959240660264726,0.0,1.0740029817381351,0.0,0.0,54.226830181782276,5.503657916848385,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-47.503825441527134,18.207224354904422,95.50656468430834,
NW_Ethanol_to_Diesel,0.36008431982966,0.0,0.7593500202455121,0.0,0.0,54.226830181782276,5.503657916848385,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-47.6554743155331,18.207224354904422,95.00442310261296,
SW_Ethanol_to_Diesel,0.3531857747832249,0.0,0.8299236338573112,0.0,0.0,54.226830181782276,5.503657916848385,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-47.62146094261151,18.207224354904422,95.10211154409991,
TX_Ethanol_to_Diesel,0.2853782216173212,0.0,0.5925962338914593,0.0,0.0,54.226830181782276,4.576964026802047,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-46.77366092760289,18.207224354904422,94.71808271593044,
NCEN_Ethanol_to_Diesel,0.35873289007287346,0.0,0.9344606712110108,0.0,0.0,54.226830181782276,4.580258135787111,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-43.27422142815453,18.207224354904422,98.63603543013896,
CEN_Ethanol_to_Diesel,0.3198012309491493,0.0,0.7541246333882021,0.0,0.0,54.226830181782276,4.580258135787111,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-45.00750105505696,18.207224354904422,96.68348810629,
SE_Ethanol_to_Diesel,0.39205164693021777,0.0,1.1827503981687157,0.0,0.0,54.226830181782276,4.580258135787111,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-42.22107964570536,18.207224354904422,99.9707856964032,
MIDAT_Ethanol_to_Diesel,0.4090083114131888,0.0,1.2321435772824587,0.0,0.0,54.226830181782276,4.580258135787111,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-40.592699951464716,18.207224354904422,101.66551523424054,
NE_Ethanol_to_Diesel,0.48687500373626147,0.0,1.4315618886437795,0.0,0.0,54.226830181782276,4.580258135787111,32.94383396942472,1.9421746068393406,18.049541328236973,8.661283555748367,10.573756333008005,-8.567839168721601,-38.900574060609806,18.207224354904422,103.63492612877984,
CA_Ethanol_to_JetFuel,0.6623359543736305,0.0,1.0780109686368518,0.0,0.0,54.42919500629681,5.5241965831284805,44.35867113581186,1.9494224548542822,24.30359709379617,8.693605915749014,14.045350129172764,-8.599812810994896,-47.681101215659936,18.107054837882355,116.87052605304739,
NW_Ethanol_to_JetFuel,0.6023801331980937,0.0,0.7621837786097195,0.0,0.0,54.42919500629681,5.5241965831284805,44.35867113581186,1.9494224548542822,24.30359709379617,8.693605915749014,14.045350129172764,-8.599812810994896,-47.833316016120996,18.107054837882355,116.34252824138365,
SW_Ethanol_to_JetFuel,0.5908396515522657,0.0,0.8330207603159846,0.0,0.0,54.42919500629681,5.5241965831284805,44.35867113581186,1.9494224548542822,24.30359709379617,8.693605915749014,14.045350129172764,-8.599812810994896,-47.79917571137951,18.107054837882355,116.43596504618556,
TX_Ethanol_to_JetFuel,0.47740532337258745,0.0,0.594807696971219,0.0,0.0,54.42919500629681,4.594044437347678,44.35867113581186,1.9494224548542822,24.30359709379617,8.693605915749014,14.045350129172764,-8.599812810994896,-46.94821185845734,18.107054837882355,116.00512936180247,
NCEN_Ethanol_to_JetFuel,0.600119344843616,0.0,0.9379479111826525,0.0,0.0,54.42919500629681,4.597350839357882,44.35867113581186,1.9494224548542822,24.30359709379617,8.693605915749014,14.045350129172764,-8.599812810994896,-43.43571307714,18.107054837882355,119.98678878081249,
CEN_Ethanol_to_JetFuel,0.534991104825651,0.0,0.7569388915439176,0.0,0.0,54.42919500629681,4.597350839357882,44.35867113581186,1.9494224548542822,24.30359709379617,8.693605915749014,14.045350129172764,-8.599812810994896,-45.175460993381066,18.107054837882355,118.00090360491473,
SE_Ethanol_to_JetFuel,0.6558578374367299,0.0,1.187164210961526,0.0,0.0,54.42919500629681,4.597350839357882,44.35867113581186,1.9494224548542822,24.30359709379617,8.693605915749014,14.045350129172764,-8.599812810994896,-42.37864115805405,18.107054837882355,121.34881549227042,
