id,commodity,h2_consumption,h2_production,elec_consumption,ethylene_production,natgas_consumption,natgas_production,process_capture_rate,process_emission_rate,fuel_capture_rate,fuel_emission_rate,investment_cost,fixed_om_cost,variable_om_cost
NW_F-CC90-NGin-H2out,Ethane,0.0,0.15555899920781585,0.009054510515771174,0.04858351935980771,0.168122740326781,0.0,0.01770413402268849,0.0019671260025209427,0.027673297574184325,0.0030748108415760353,107604.02402443803,58895.31361204106,-2.2636149972277417
SW_F-CC90-NGin-H2out,Ethane,0.0,0.15555899920781585,0.009054510515771174,0.04858351935980771,0.168122740326781,0.0,0.01770413402268849,0.0019671260025209427,0.027673297574184325,0.0030748108415760353,107604.02402443803,58895.31361204106,-2.2636149972277417
TX_F-CC90-NGin-H2out,Ethane,0.0,0.15555899920781585,0.009054510515771174,0.04858351935980771,0.168122740326781,0.0,0.01770413402268849,0.0019671260025209427,0.027673297574184325,0.0030748108415760353,107604.02402443803,58895.31361204106,-2.2636149972277417
NCEN_F-CC90-NGin-H2out,Ethane,0.0,0.15555899920781585,0.009054510515771174,0.04858351935980771,0.168122740326781,0.0,0.01770413402268849,0.0019671260025209427,0.027673297574184325,0.0030748108415760353,107604.02402443803,58895.31361204106,-2.2636149972277417
CEN_F-CC90-NGin-H2out,Ethane,0.0,0.15555899920781585,0.009054510515771174,0.04858351935980771,0.168122740326781,0.0,0.01770413402268849,0.0019671260025209427,0.027673297574184325,0.0030748108415760353,107604.02402443803,58895.31361204106,-2.2636149972277417
SE_F-CC90-NGin-H2out,Ethane,0.0,0.15555899920781585,0.009054510515771174,0.04858351935980771,0.168122740326781,0.0,0.01770413402268849,0.0019671260025209427,0.027673297574184325,0.0030748108415760353,107604.02402443803,58895.31361204106,-2.2636149972277417
MIDAT_F-CC90-NGin-H2out,Ethane,0.0,0.15555899920781585,0.009054510515771174,0.04858351935980771,0.168122740326781,0.0,0.01770413402268849,0.0019671260025209427,0.027673297574184325,0.0030748108415760353,107604.02402443803,58895.31361204106,-2.2636149972277417
NE_F-CC90-NGin-H2out,Ethane,0.0,0.15555899920781585,0.009054510515771174,0.04858351935980771,0.168122740326781,0.0,0.01770413402268849,0.0019671260025209427,0.027673297574184325,0.0030748108415760353,107604.02402443803,58895.31361204106,-2.2636149972277417
CA_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
NW_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
SW_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
TX_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
NCEN_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
CEN_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
SE_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
MIDAT_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
NE_F-H2in,Ethane,0.012112048378269633,0.0,0.0,0.04858351935980771,0.0,0.0,0,0.01967126002520943,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
CA_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
NW_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
SW_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
TX_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
NCEN_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
CEN_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
SE_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
MIDAT_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
NE_F-H2in-CH4out,Ethane,0.11859411783325283,0.0,0.0,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,90689.94846735353,49635.75917036871,-2.393091569960389
CA_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
NW_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
SW_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
TX_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
NCEN_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
CEN_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
SE_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
MIDAT_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
NE_F-Ein,Ethane,0.0,0.15555899920781585,0.16493499752600702,0.04858351935980771,0.0,0.10750343399560407,0,9.867181276469739e-06,0,0,120149.90088763791,65759.56480356639,-1.8949334327023846
