UNSORTED,,,,,,,,,
id_LC,elec_production,elec_consumption,biomass_consumption,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/MWh-fuel)
CA_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,155233.10599584243,22.352772898575573,17.798124276971542,10.909522866759056,0.0,-0.00043709405316055957,155284.1659787907
NW_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,64.69287470986221,22.303097616811737,17.758570936437994,10.885278285347423,0.0,0.0002869767231839886,115.64010852518255
SW_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,59.79726025354214,22.45167405631722,17.87687312413289,10.957792692020881,0.0,-0.0006187914810893972,111.08298133453204
TX_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,65.95013888888889,22.40155871244151,17.836969389480803,10.933333333333334,0.0,0.00010888141248488626,117.12210920555702
NCEN_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,49.46131952285111,22.169526466193158,17.65221652800221,10.820087379117371,0.0,5.6814143463221705e-05,100.10320671030732
CEN_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,52.855525704973076,22.303097616811737,17.758570936437994,10.885278285347423,0.0,0.00028697672324167427,103.80275952029348
SE_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,48.2776463022508,22.34060962863324,17.788439420822804,10.903586445708632,0.0,-0.0005732165536261272,99.30970858086184
MIDAT_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,48.55979288630885,22.21751481491715,17.690426668565603,10.843508633836768,0.0,0.0005993731707469529,99.3118423767991
NE_Gasoline_Gasification_Non_CCS_Herb,0.0,0.0,48.76188345422466,22.13367102738781,17.623667069786954,10.80258772789649,0.0,-0.00034856950732856947,99.3214607097886
CA_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,71.63178059895833,21.00146129291392,16.722158802638255,10.25,0.0,0.00010888141248198926,119.605509575923
NW_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,69.46114544014166,21.045501824074787,16.757225541354817,10.271494477841465,0.0,-0.0005732165535934675,117.53479406685915
SW_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,64.66370225776106,21.24249405657671,16.914078216930058,10.36763875823142,0.0,0.0005479138004456139,113.18846120329968
TX_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,72.3354155407007,21.410677648642714,17.04799236201266,10.449722656805575,0.0,7.871038883180964e-05,121.24388691855049
NCEN_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,52.8981970620188,21.331794607851347,16.985182697649282,10.41122289924897,0.0,0.0003794201976957381,101.62677668696608
