UNSORTED,,,,,,,,,
id_LC,elec_production,elec_consumption,biomass_consumption,investment_cost,fixed_om_cost,variable_om_cost,modified capture cost,modified emissions cost,LCOE ($/MWh-fuel)
TX_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,76.06792253354193,21.410677648642714,17.04799236201266,10.449722656805575,0.0,8.299840180708967e-05,124.9763981994047
NCEN_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,55.69623541637145,21.331794607851347,16.985182697649282,10.41122289924897,0.0,0.00040009038818709957,104.42483571150923
CEN_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,61.27814370692098,21.320716818186238,16.976362142004206,10.405816259087905,0.0,0.0002626578366667149,109.98130158403599
SE_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,54.40572248353716,21.24249405657671,16.914078216930058,10.36763875823142,0.0,0.0005777632462611872,102.9305112785216
MIDAT_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,51.88889462467441,21.3883695781587,17.030229831491027,10.438834951456311,0.0,-0.00019240849323952274,100.74613657728722
NE_Gasoline_Gasification_Non_CCS_Wood,0.0,0.0,51.582942045562866,21.523945460052467,17.138180482886906,10.505004289390907,0.0,0.00017877909180306532,100.75025105698495
CA_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,69.12589318237755,22.230638623815942,17.700876342206893,10.849913856756093,0.0,-0.0005568598031519338,119.90676514535332
NW_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,65.61723616196426,24.317005365217582,19.36212055201018,11.868188671117812,0.0,0.0006447678774713838,121.1651955181873
SW_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,60.42436244449144,23.874784502158008,19.010007554024796,11.652357792345104,0.0,0.00016211465743200213,114.96167440767677
TX_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,61.693804200358166,24.508353158019258,19.514478910942263,11.961578119064416,0.0,-0.00023722379822362958,117.67797716458587
NCEN_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,48.61858191090757,23.50205160505937,18.713223506033152,11.470441298917569,0.0,0.00030106546353118294,102.3045993863812
CEN_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,53.13407267579047,23.680741630896172,18.855503271560643,11.557652980965864,0.0,-0.0005537558597775911,107.22741680335336
SE_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,46.84481032500784,23.59783799993839,18.789492261047812,11.517190929041696,0.0,-4.882194435353253e-05,100.7492826930914
MIDAT_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,47.00461863082213,23.52898945726898,18.734672444093626,11.4835886214442,0.0,0.0006042859524350492,100.75247343958138
NE_Gasoline_Gasification_Non_CCS_Agri,0.0,0.0,47.634386073341574,23.259962074722957,18.52046265409626,11.352286773794807,0.0,0.00039131383079856635,100.76748888978639
CA_Gasoline_Gasification_CCS_31_Herb,0.0,1.8841564145713718,588.8955860225699,27.285633770447575,22.229374032760315,11.67451989705009,-19.700577353484718,-0.0004609062207565741,632.2682318776939
NW_Gasoline_Gasification_CCS_31_Herb,0.0,1.3760888981184256,69.60879994073781,27.224996034279357,22.179972984240674,11.648575238283371,-19.553259998728105,0.0003026107447132602,112.48547570767624
SW_Gasoline_Gasification_CCS_31_Herb,0.0,1.4497684323639075,62.59624509072832,27.406360661104788,22.32772920496592,11.726174496644296,-17.745392130957125,-0.000652502226789076,107.76023325262331
TX_Gasoline_Gasification_CCS_31_Herb,0.0,1.0451911610119047,69.62657192460317,27.34518574891482,22.27789052370483,11.7,-16.825102424322363,0.00011481309337773079,115.16985174700574
NCEN_Gasoline_Gasification_CCS_31_Herb,0.0,1.570370397231358,52.26708752638555,27.061948097693918,22.04713921544791,11.5788130185067,-13.108128577449417,5.9909284867216796e-05,101.4172895871009
CEN_Gasoline_Gasification_CCS_31_Herb,0.0,1.3041822176897624,55.681882562101826,27.224996034279357,22.179972984240674,11.648575238283371,-14.92418719073895,0.0003026107447375915,103.11572445660079
SE_Gasoline_Gasification_CCS_31_Herb,0.0,1.9688170625772943,49.71186940390798,27.270786282370654,22.21727791035812,11.668167202572347,-11.88618940387869,-0.0006044444519393624,100.95012401345576
MIDAT_Gasoline_Gasification_CCS_31_Herb,0.0,2.0166964675554677,49.99708810941112,27.120526624594024,22.094862643670453,11.603876617307028,-10.793083579950833,0.0006320260387138925,102.04059890862598
NE_Gasoline_Gasification_CCS_31_Herb,0.0,2.422702096255636,50.20004557929818,27.018179998927796,22.01148171720689,11.560086257596549,-9.223409215508147,-0.00036755900278584653,103.98871887477411
CA_Gasoline_Gasification_CCS_31_Wood,0.0,1.770251869419643,75.41225167410714,25.63611163960765,20.88552236597328,10.96875,-19.870524168345295,0.00011481309337467597,114.8024781938558
NW_Gasoline_Gasification_CCS_31_Wood,0.0,1.2984959270236265,74.34616710937136,25.689871135566555,20.929319770627213,10.991751712568153,-19.3861774192212,-0.0006044444519400689,113.86882379148378
SW_Gasoline_Gasification_CCS_31_Wood,0.0,1.3716882416274694,67.45020649106303,25.930336062940867,21.125224504134028,11.094637817497649,-17.6171301245834,0.0005777632462496002,109.35554075592589
TX_Gasoline_Gasification_CCS_31_Wood,0.0,0.9989595508462522,76.06792253354193,26.1356347934444,21.292479635798102,11.182477599203526,-17.189254277808487,8.299840178373194e-05,118.48830283342751
NCEN_Gasoline_Gasification_CCS_31_Wood,0.0,1.5110299637239617,55.69623541637145,26.039343663413288,21.214032070185127,11.141278163525577,-13.043939518510713,0.00040009038817546375,102.55837984909685
CEN_Gasoline_Gasification_CCS_31_Wood,0.0,1.2467371223680486,61.27814370692098,26.02582120187531,21.203015435647693,11.135492399206875,-14.919656229597669,0.0002626578366667149,105.9698162942579
SE_Gasoline_Gasification_CCS_31_Wood,0.0,1.872043128880527,54.40572248353716,25.930336062940867,21.125224504134028,11.094637817497649,-12.027149462016984,0.000577763246238013,102.40139229821949
MIDAT_Gasoline_Gasification_CCS_31_Wood,0.0,1.9414344824058725,51.88889462467441,26.108403727119242,21.27029471739945,11.17082642671087,-10.815590472994474,-0.00019240849322785602,101.56407109682215
NE_Gasoline_Gasification_CCS_31_Wood,0.0,2.3559629002001716,51.582942045562866,26.273898803647068,21.405122150314053,11.241635687732343,-9.450507139702752,0.00017877909183828725,103.40923322684559
CA_Gasoline_Gasification_CCS_31_Agri,0.0,1.8738614915087373,69.12589318237755,27.136546625553674,22.107914002357344,11.610730986955453,-19.517792911251426,-0.0005568598031276816,112.3365965176982
NW_Gasoline_Gasification_CCS_31_Agri,0.0,1.5003459023260823,65.61723616196426,29.683337534897845,24.18276292041188,12.700409218177903,-20.954067398455894,0.0006447678774713838,112.73066910719956
SW_Gasoline_Gasification_CCS_31_Agri,0.0,1.541662720289702,60.42436244449144,29.143526363825483,23.742983345204557,12.46944385705223,-18.967176923243766,0.00016211465745804806,108.35496392227708
TX_Gasoline_Gasification_CCS_31_Agri,0.0,1.143488023335323,61.693804200358166,29.916912394753503,24.373054374444532,12.800347316437835,-17.824177011936808,-0.00023722379821026105,112.10319207359434
NCEN_Gasoline_Gasification_CCS_31_Agri,0.0,1.6647593339925062,48.61858191090757,28.688537921426043,23.372308126451365,12.274771024146544,-13.875688841467735,0.00030106546355682226,100.74357054091986
CEN_Gasoline_Gasification_CCS_31_Agri,0.0,1.3847404816737454,53.13407267579047,28.906661669452195,23.550011690938565,12.368098159509202,-15.9198496666012,-0.0005537558598034252,103.42318125490317
SE_Gasoline_Gasification_CCS_31_Agri,0.0,2.079613173790365,46.84481032500784,28.80546267625263,23.46756573089609,12.324798829553767,-12.53750166750762,-4.882194436640443e-05,100.98470024604872
MIDAT_Gasoline_Gasification_CCS_31_Agri,0.0,2.135739767427321,47.00461863082213,28.721420480260644,23.399097267786257,12.288840262582056,-11.426873185204064,0.0006042859524350492,102.12344750962679
NE_Gasoline_Gasification_CCS_31_Agri,0.0,2.545983393695921,47.634386073341574,28.393023521740975,23.131555055515523,12.148331273176762,-9.647035207388345,0.0003913138308239415,104.20663542391324
CA_Gasoline_Gasification_CCS_99_Herb,0.0,20.98816309641655,588.8955860225699,37.07028492029699,27.28471970477487,14.224509998020194,-63.05073596437537,-0.0004609062207565741,625.4120668714824
NW_Gasoline_Gasification_CCS_99_Herb,0.0,15.328652125438293,69.60879994073781,36.987902441092416,27.224083999964016,14.19289841473653,-62.579253963057944,0.0003026107447010945,100.76338556965584
SW_Gasoline_Gasification_CCS_99_Herb,0.0,16.14938976147154,62.59624509072832,37.23430457517676,27.40544255109478,14.287447178722347,-56.79326111908964,-0.0006525022268258161,100.87891553587728
TX_Gasoline_Gasification_CCS_99_Herb,0.0,11.642686554365078,69.62657192460317,37.15119228817859,27.344269688257512,14.255555555555556,-53.84791884497114,0.00011481309340216952,106.17247197908219
NCEN_Gasoline_Gasification_CCS_99_Herb,0.0,17.492809919591572,52.26708752638555,36.766385377727175,27.061041525466173,14.107898483137793,-41.9519255245408,5.9909284855124e-05,105.74335721705233
CEN_Gasoline_Gasification_CCS_99_Herb,0.0,14.527662820682503,55.681882562101826,36.987902441092416,27.224083999964016,14.19289841473653,-47.7641324496386,0.0003026107447497572,100.85060039968343
SE_Gasoline_Gasification_CCS_99_Herb,0.0,21.931222533762057,49.71186940390798,37.05011311054565,27.269872714087132,14.216769725451398,-38.041168859142516,-0.0006044444519637348,112.13807418415972
MIDAT_Gasoline_Gasification_CCS_99_Herb,0.0,22.464565069907017,49.99708810941112,36.845970213493395,27.119618089992198,14.1384365622079,-34.542737039152996,0.0006320260387381303,116.02357303189736
NE_Gasoline_Gasification_CCS_99_Herb,0.0,26.987179162517155,50.20004557929818,36.70692200204276,27.01727489292646,14.085081356596746,-29.51907087309423,-0.00036755900278584653,125.47706456128428
CA_Gasoline_Gasification_CCS_99_Wood,0.0,19.719347433035715,75.41225167410714,34.829242770167426,25.63525283274142,13.364583333333334,-63.59464244790109,0.00011481309337467597,105.36615040857733
NW_Gasoline_Gasification_CCS_99_Wood,0.0,14.464321584789598,74.34616710937136,34.90228046645605,25.689010527763244,13.392609161657113,-62.044514324938994,-0.0006044444519515485,100.74927008064643
SW_Gasoline_Gasification_CCS_99_Wood,0.0,15.279631940357481,67.45020649106303,35.22897631842335,25.929467399589438,13.517968015051741,-56.38276482991871,0.0005777632462611872,101.02406309781257
TX_Gasoline_Gasification_CCS_99_Wood,0.0,11.127699281088512,76.06792253354193,35.50789534583418,26.134759252608514,13.624994073863366,-55.01336907280567,8.299840174869534e-05,107.4499844125326
NCEN_Gasoline_Gasification_CCS_99_Wood,0.0,16.831799672759907,55.69623541637145,35.3770741358311,26.038471348319465,13.574795711114259,-41.74649157535608,0.00040009038818709957,105.77228479942826
CEN_Gasoline_Gasification_CCS_99_Wood,0.0,13.887765293928808,61.27814370692098,35.358702508246644,26.024949339782435,13.567746199603437,-47.74963132972428,0.0002626578366783447,102.36793837659471
SE_Gasoline_Gasification_CCS_99_Wood,0.0,20.8532297046096,54.40572248353716,35.22897631842335,25.929467399589438,13.517968015051741,-38.49230464301989,0.0005777632462611872,111.44363704143765
MIDAT_Gasoline_Gasification_CCS_99_Wood,0.0,21.626200055695005,51.88889462467441,35.47089919629081,26.107529098521027,13.610798010892731,-34.61476925146893,-0.00019240849325118944,114.08935932611179
NE_Gasoline_Gasification_CCS_99_Wood,0.0,26.243751960346966,51.582942045562866,35.695740946033766,26.273018630982342,13.697073682203795,-30.24588669171385,0.00017877909186176855,123.24681935250777
