source_file,id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol,elec_production - ethanol,biomass_consumption - ethanol,natgas_consumption,natgas_consumption - ethanol,investment_cost,investment_cost - ethanol,fixed_om_cost,fixed_om_cost - ethanol,variable_om_cost,variable_om_cost - ethanol,modified capture cost,modified emissions cost,h2_production,ethane_consumption,natgas_production,co2captured_consumption,gasoline_production,LCOE ($/t-ethylene)
LCOE_BIO_ETHYLENE_5.xlsx,NW_B-H2in,45.88328106417707,6.159635720739899,10.452929675842567,0.0,731.5650132921048,0.0,63.56955424938076,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-228.39508433695,-319.6365977128432,,,,,,218.80234874639888
LCOE_BIO_ETHYLENE_5.xlsx,CA_B-H2in,49.005245629888854,8.390258215225696,14.238306137262882,0.0,731.5650132921048,0.0,63.56552307083433,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-230.65366427388153,-319.6365977128432,,,,,,225.67770115253876
LCOE_BIO_ETHYLENE_5.xlsx,TX_B-H2in,30.928825954381033,4.639059276798712,7.872504573471297,0.0,731.5650132921048,0.0,61.74668311191885,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-200.15081203908198,-319.6365977128432,,,,,,226.16829325069654
LCOE_BIO_ETHYLENE_5.xlsx,SW_B-H2in,43.53472287017783,6.428594366242077,10.909353713659925,0.0,731.5650132921048,0.0,63.569141864448994,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-211.61468701358632,-319.6365977128432,,,,,,233.95915817415113
LCOE_BIO_ETHYLENE_5.xlsx,CEN_B-H2in,42.449420520665385,5.775700682710142,9.801390179910344,0.0,731.5650132921048,0.0,62.2092817010446,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-176.35174552954027,-319.6365977128432,,,,,,265.01607992799865
LCOE_BIO_ETHYLENE_5.xlsx,NCEN_B-H2in,45.748419218280105,7.062405222283659,11.984933602853829,0.0,731.5650132921048,0.0,62.20952727858823,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-152.97227072174184,-319.6365977128432,,,,,,295.16504697347256
LCOE_BIO_ETHYLENE_5.xlsx,SE_B-H2in,49.84177556876447,8.760550606697674,14.866694000285923,0.0,731.5650132921048,0.0,62.20925389981324,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-139.37595315956622,-319.6365977128432,,,,,,317.43435328920356
LCOE_BIO_ETHYLENE_5.xlsx,MIDAT_B-H2in,51.91984530562416,9.036395993775175,15.334804869702783,0.0,731.5650132921048,0.0,62.21188111617626,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-128.11354308774114,-319.6365977128432,,,,,,331.52141657074577
LCOE_BIO_ETHYLENE_5.xlsx,NE_B-H2in,54.88749502649667,10.891183132100691,18.48238703195523,0.0,731.5650132921048,0.0,62.21118145185383,11.843234411429817,8.867721760404237e-05,11.386217261862534,1.8810319008724457e-05,1.5613297332705607,-115.58727210015257,-108.27218707528428,-319.6365977128432,,,,,,359.3320919403306
LCOE_SC_ESC_5.xlsx,CA_F-H2in-CH4out,32.43071034884588,0.0,,,,0.0,,236.76830652142303,,129.58629749253777,,-49.257270809000964,,0.0,29.848444277104196,0.0,452.54756324196904,-33.29477175151115,,,798.6292793213679
LCOE_SC_ESC_5.xlsx,NW_F-H2in-CH4out,17.740909890218617,0.0,,,,0.0,,236.76830652142303,,129.58629749253777,,-49.257270809000964,,0.0,29.848444277104196,0.0,452.54756324196904,-17.62145287496317,,,799.6127977392887
