id,biomass_commodity,co2_content,investment_cost,fixed_om_cost,variable_om_cost,electricity_consumption,gasoline_production,jetfuel_production,diesel_production,electricity_production,emission_rate,capture_rate
MIDAT_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.736,784258.72,351016.96,50.288,0.0,0.4168,1.861,0.0,0.2483,0.18954790372361627,0.9863075784328121
NE_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.745,784258.72,351016.96,50.288,0.0,0.4184,1.8681,0.0,0.2493,0.19065331187993614,0.9920595409732657
CA_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.843,784258.72,351016.96,50.288,0.0,0.4409,1.9687,0.0,0.2627,0.20156608437645962,1.048843868331106
NW_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.818,784258.72,351016.96,50.288,0.0,0.44,1.9647,0.0,0.2622,0.19773345114427684,1.028900861165133
SW_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.798,784258.72,351016.96,50.288,0.0,0.4359,1.9464,0.0,0.2597,0.19539760159945443,1.0167463289182528
TX_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.821,784258.72,351016.96,50.288,0.0,0.4325,1.9311,0.0,0.2577,0.19984532697876903,1.0398899520458527
NCEN_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.802,784258.72,351016.96,50.288,0.0,0.4341,1.9382,0.0,0.2586,0.1964371351350889,1.0221555145863062
CEN_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.802,784258.72,351016.96,50.288,0.0,0.4343,1.9393,0.0,0.2588,0.1963877934431346,1.0218987663777994
SE_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.821,784258.72,351016.96,50.288,0.0,0.4359,1.9464,0.0,0.2597,0.1991052015994544,1.0360387289182529
MIDAT_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.806,784258.72,351016.96,50.288,0.0,0.433,1.9332,0.0,0.2579,0.19732864359486046,1.0267944556288395
NE_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.826,784258.72,351016.96,50.288,0.0,0.4302,1.921,0.0,0.2563,0.20114474389831213,1.0466514341309194
CA_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.719,784258.72,351016.96,50.288,0.0,0.4166,1.8599,0.0,0.2482,0.1868568454155706,0.972304726641319
NW_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.664,784258.72,351016.96,50.288,0.0,0.3808,1.7003,0.0,0.2269,0.18573749105239695,0.9664801953768645
SW_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.687,784258.72,351016.96,50.288,0.0,0.3879,1.7318,0.0,0.2311,0.18791549860181342,0.977813400913158
TX_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.633,784258.72,351016.96,50.288,0.0,0.3779,1.6871,0.0,0.2251,0.18138173304780297,0.9438151220874511
NCEN_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.71,784258.72,351016.96,50.288,0.0,0.394,1.7593,0.0,0.2347,0.1902908729190471,0.9901735992834781
CEN_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.7,784258.72,351016.96,50.288,0.0,0.3911,1.746,0.0,0.233,0.18932031491445311,0.9851233259940648
SE_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.689,784258.72,351016.96,50.288,0.0,0.3924,1.7521,0.0,0.2338,0.18725106476272724,0.9743560367430248
MIDAT_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.708,784258.72,351016.96,50.288,0.0,0.3936,1.7572,0.0,0.2345,0.19006715630295568,0.9890094957004913
NE_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.715,784258.72,351016.96,50.288,0.0,0.3981,1.7776,0.0,0.2372,0.19020872246386955,0.9897461315303584
CA_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.721,818543.04,359028.32,52.08,0.0,0.3151,1.4047,0.0,0.5085,0.012591181170497427,1.2854687333137678
NW_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.726,818543.04,359028.32,52.08,0.0,0.3158,1.4078,0.0,0.5096,0.012630659688739311,1.2894992051297407
SW_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.71,818543.04,359028.32,52.08,0.0,0.3137,1.3986,0.0,0.5063,0.012502524134013655,1.2764174896818214
TX_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.714,818543.04,359028.32,52.08,0.0,0.3144,1.4017,0.0,0.5074,0.01253230265225554,1.2794576614977946
NCEN_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.74,818543.04,359028.32,52.08,0.0,0.3177,1.4163,0.0,0.5127,0.012741650613904497,1.3008305776236668
CEN_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.723,818543.04,359028.32,52.08,0.0,0.3158,1.4078,0.0,0.5096,0.012601559688739312,1.286528305129741
SE_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.717,818543.04,359028.32,52.08,0.0,0.3153,1.4055,0.0,0.5088,0.012550125800057897,1.281277276267761
MIDAT_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.736,818543.04,359028.32,52.08,0.0,0.317,1.4132,0.0,0.5116,0.012711872095662612,1.2977904058076937
NE_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.745,818543.04,359028.32,52.08,0.0,0.3182,1.4186,0.0,0.5135,0.012783384502585912,1.3050913064856466
CA_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.843,818543.04,359028.32,52.08,0.0,0.3354,1.4951,0.0,0.5412,0.013510702829072576,1.3793452589309807
NW_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.818,818543.04,359028.32,52.08,0.0,0.3347,1.492,0.0,0.5401,0.013277224310830693,1.355508787115008
SW_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.798,818543.04,359028.32,52.08,0.0,0.3315,1.4781,0.0,0.5351,0.013123820978742207,1.339847413943129
TX_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.821,818543.04,359028.32,52.08,0.0,0.3289,1.4665,0.0,0.5309,0.013380751535335139,1.3660781696332298
NCEN_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.802,818543.04,359028.32,52.08,0.0,0.3302,1.4719,0.0,0.5328,0.013180663942258437,1.3456506703111828
CEN_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.802,818543.04,359028.32,52.08,0.0,0.3303,1.4727,0.0,0.5331,0.013178408571818907,1.345420413265176
SE_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.821,818543.04,359028.32,52.08,0.0,0.3315,1.4781,0.0,0.5351,0.013346920978742207,1.3626243139431289
MIDAT_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.806,818543.04,359028.32,52.08,0.0,0.3293,1.4681,0.0,0.5314,0.013230740794456082,1.3507631555412165
NE_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.826,818543.04,359028.32,52.08,0.0,0.3272,1.4588,0.0,0.5281,0.013451805239730425,1.3733322400932972
CA_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.719,818543.04,359028.32,52.08,0.0,0.3168,1.4125,0.0,0.5113,0.012549227466102139,1.2811855628537006
NW_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.664,818543.04,359028.32,52.08,0.0,0.2896,1.2912,0.0,0.4674,0.012369820625108137,1.2628694190767562
SW_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.687,818543.04,359028.32,52.08,0.0,0.295,1.3152,0.0,0.4761,0.012523004141482752,1.278508350650548
TX_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.633,818543.04,359028.32,52.08,0.0,0.2874,1.2812,0.0,0.4638,0.012098440440822011,1.2351634606748438
NCEN_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.71,818543.04,359028.32,52.08,0.0,0.2997,1.336,0.0,0.4836,0.012685209139615477,1.2950683104083662
CEN_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.7,818543.04,359028.32,52.08,0.0,0.2974,1.326,0.0,0.48,0.01261752895532935,1.2881586520064536
SE_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.689,818543.04,359028.32,52.08,0.0,0.2985,1.3306,0.0,0.4817,0.01249729673269218,1.2758838097304135
MIDAT_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.708,818543.04,359028.32,52.08,0.0,0.2993,1.3345,0.0,0.4831,0.012670319880494533,1.2935482245003795
NE_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.715,818543.04,359028.32,52.08,0.0,0.3028,1.3499,0.0,0.4887,0.012693112471703962,1.2958751835802451
