Levelized cost for Bioethylene Production - $/GJ-ethylene - chemicals CO2 sequestration,,,,,,,,,,,,,,,,,
id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol prod.,elec_production - ethanol prod.,biomass_consumption - ethanol prod.,natgas_consumption,natgas_consumption - ethanol prod.,investment_cost,investment_cost - ethanol prod.,fixed_om_cost,fixed_om_cost - ethanol prod.,variable_om_cost,variable_om_cost - ethanol prod.,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),
CA_B-NGin,0.0,8.421955161892646,14.292095999110224,0.0,731.5650132921048,22.396402972850883,63.08203185634555,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-244.7536721077135,132.79032360934116,780.0471244542352,
NW_B-NGin,0.0,6.158149380254327,10.450407349316384,0.0,731.5650132921048,22.396402972850883,63.08203185634555,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-248.97750369640528,132.79032360934116,769.7177984341114,
SW_B-NGin,0.0,6.454306171123915,10.952986762829358,0.0,731.5650132921048,22.396402972850883,63.08203185634555,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-221.15604715505253,132.79032360934116,798.3379911798467,
TX_B-NGin,0.0,4.643958405880643,7.880818417680277,0.0,731.5650132921048,21.922435830124495,61.747049161465014,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-209.7185179141481,132.79032360934116,803.0840544727519,
NCEN_B-NGin,0.0,7.089934713047064,12.031651273185,0.0,731.5650132921048,22.077868981399725,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-162.50817028094042,132.79032360934116,857.4844396771246,
CEN_B-NGin,0.0,5.869792657755959,9.961064687106187,0.0,731.5650132921048,22.077868981399725,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-185.89155317540664,132.79032360934116,830.8103281412884,
SE_B-NGin,0.0,8.82315166247058,14.972928275053896,0.0,731.5650132921048,22.077868981399725,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-148.30041458332153,132.79032360934116,876.3666893260361,
MIDAT_B-NGin,0.0,9.074577284763466,15.399598693189724,0.0,731.5650132921048,22.077868981399725,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-138.07329262232824,132.79032360934116,887.271907327458,
NE_B-NGin,0.0,10.920262657086443,18.531735117371955,0.0,731.5650132921048,22.077868981399725,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-116.8326221322906,132.79032360934116,913.4903996140009,
CA_B-H2in,48.62031209459582,8.421955161892646,14.292095999110224,0.0,731.5650132921048,0.0,63.08203185634555,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-244.7536721077135,98.00350417454642,771.4842141411855,
NW_B-H2in,45.469174609097195,6.158149380254327,10.450407349316384,0.0,731.5650132921048,0.0,63.08203185634555,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-248.97750369640528,98.00350417454642,758.0037506355628,
SW_B-H2in,43.197862648977086,6.454306171123915,10.952986762829358,0.0,731.5650132921048,0.0,63.08203185634555,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-221.15604715505253,98.00350417454642,784.352631421178,
TX_B-H2in,31.357923454892013,4.643958405880643,7.880818417680277,0.0,731.5650132921048,0.0,61.747049161465014,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-209.7185179141481,98.00350417454642,777.7327226627244,
NCEN_B-H2in,44.52687680059191,7.089934713047064,12.031651273185,0.0,731.5650132921048,0.0,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-162.50817028094042,98.00350417454642,845.146628061522,
CEN_B-H2in,41.72844251387361,5.869792657755959,9.961064687106187,0.0,731.5650132921048,0.0,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-185.89155317540664,98.00350417454642,815.6740822389677,
SE_B-H2in,48.679345400652224,8.82315166247058,14.972928275053896,0.0,731.5650132921048,0.0,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-148.30041458332153,98.00350417454642,868.1813463104938,
MIDAT_B-H2in,50.7100736956321,9.074577284763466,15.399598693189724,0.0,731.5650132921048,0.0,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-138.07329262232824,98.00350417454642,881.1172926068956,
NE_B-H2in,53.90269764531062,10.920262657086443,18.531735117371955,0.0,731.5650132921048,0.0,62.184844418683866,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-116.8326221322906,98.00350417454642,910.5284088431171,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
