Levelized cost for Bioethylene Production - $/GJ-ethylene - chemicals CO2 sequestration,,,,,,,,,,,,,,,,,
id_LC,h2_consumption,elec_consumption,elec_consumption - ethanol prod.,elec_production - ethanol prod.,biomass_consumption - ethanol prod.,natgas_consumption,natgas_consumption - ethanol prod.,investment_cost,investment_cost - ethanol prod.,fixed_om_cost,fixed_om_cost - ethanol prod.,variable_om_cost,variable_om_cost - ethanol prod.,modified capture cost,modified emissions cost,LCOE ($/t-ethylene),
CA_B-NGin,0.0,8.516058863944151,14.451790407087758,0.0,731.5650132921048,26.360135868780414,74.2463391388218,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-665.4778318443501,363.4465823341329,605.3610617308251,
NW_B-NGin,0.0,6.023600385292975,10.22207709635179,0.0,731.5650132921048,26.361007757885194,74.24879491425813,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-667.5178133970882,363.4465823341329,596.6022360532412,
SW_B-NGin,0.0,6.570658762260117,11.150437636207092,0.0,731.5650132921048,26.36060471480846,74.24765969731115,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-667.0718432776271,363.4465823341329,598.522086829501,
TX_B-NGin,0.0,4.428425009054101,7.515057268488049,0.0,731.5650132921048,21.92222361560654,61.74645143499089,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-655.6470328277419,363.4465823341329,587.2296937969388,
NCEN_B-NGin,0.0,7.493300249794615,12.716164413318257,0.0,731.5650132921048,21.92251479366606,61.747271571315856,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-608.4451830651858,363.4465823341329,642.6986372594502,
CEN_B-NGin,0.0,6.085082086875944,10.326411821997011,0.0,731.5650132921048,21.922452280862323,61.74709549685061,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-631.8233341662096,363.4465823341329,615.5222768169174,
SE_B-NGin,0.0,9.359321859568784,15.882811524428414,0.0,731.5650132921048,21.92241279909154,61.746984291925195,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-594.2431797723157,363.4465823341329,661.9329199992394,
MIDAT_B-NGin,0.0,9.680769892704475,16.42831029044987,0.0,731.5650132921048,21.92270397715106,61.74780442825015,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-572.299128388628,363.4465823341329,684.7450294964686,
NE_B-NGin,0.0,11.554186644241717,19.60750699057744,0.0,731.5650132921048,21.922218680385193,61.74643753437522,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-549.5128516439098,363.4465823341329,712.5820675022109,
CA_B-H2in,44.373306985218385,8.516058863944151,14.451790407087758,0.0,731.5650132921048,0.0,74.2463391388218,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-665.4778318443501,268.2351972708213,528.1628477839515,
NW_B-H2in,40.44341305990108,6.023600385292975,10.22207709635179,0.0,731.5650132921048,0.0,74.24879491425813,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-667.5178133970882,268.2351972708213,515.4732562919455,
SW_B-H2in,39.41163606129982,6.570658762260117,11.150437636207092,0.0,731.5650132921048,0.0,74.24765969731115,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-667.0718432776271,268.2351972708213,516.3617331126809,
TX_B-H2in,39.433893199842785,4.428425009054101,7.515057268488049,0.0,731.5650132921048,0.0,61.74645143499089,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-655.6470328277419,268.2351972708213,509.52997831786337,
NCEN_B-H2in,44.66767256770833,7.493300249794615,12.716164413318257,0.0,731.5650132921048,0.0,61.747271571315856,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-608.4451830651858,268.2351972708213,570.2324099701809,
CEN_B-H2in,41.93828754608928,6.085082086875944,10.326411821997011,0.0,731.5650132921048,0.0,61.74709549685061,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-631.8233341662096,268.2351972708213,540.3267270188328,
SE_B-H2in,47.184169942295746,9.359321859568784,15.882811524428414,0.0,731.5650132921048,0.0,61.746984291925195,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-594.2431797723157,268.2351972708213,591.9832920791323,
MIDAT_B-H2in,48.87098737298511,9.680769892704475,16.42831029044987,0.0,731.5650132921048,0.0,61.74780442825015,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-572.299128388628,268.2351972708213,616.4819278289913,
NE_B-H2in,54.6841447434206,11.554186644241717,19.60750699057744,0.0,731.5650132921048,0.0,61.74643753437522,11.843234411429817,26.201549810398898,11.386217261862534,116.84791455349433,1.5613297332705607,-115.58727210015257,-549.5128516439098,268.2351972708213,650.1326085019348,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,
